"PATH";"/System/Characts/Ings";;;;;;
"TYPE";"bcpg:ing";;;;;;
"COLUMNS";"cm:name";"cm:description";"bcpg:ingType";"bcpg:ingCEECode";"bcpg:legalName";"bcpg:legalName_fr";"bcpg:legalName_en"
"VALUES";"prunus amygdalus dulcis (sweet almond) oil";"conditionneur, relipidant, adoucissant";"Ingrédient";;"prunus amygdalus dulcis (sweet almond) oil";"prunus amygdalus dulcis (sweet almond) oil";"prunus amygdalus dulcis (sweet almond) oil"
"VALUES";"prunus armeniaca";"adoucissant, tonifiant";"Ingrédient";;"prunus armeniaca";"prunus armeniaca";"prunus armeniaca"
"VALUES";"prunus armeniaca (apricot) seed powder";"exfoliant";"Ingrédient";;"prunus armeniaca (apricot) seed powder";"prunus armeniaca (apricot) seed powder";"prunus armeniaca (apricot) seed powder"
"VALUES";"prunus persica";"adoucissant, tonifiant";"Ingrédient";;"prunus persica";"prunus persica";"prunus persica"
"VALUES";"PTFE-20";"solvent, volumisant, modificateur de viscosité";"Ingrédient";;"PTFE-20";"PTFE-20";"PTFE-20"
"VALUES";"PVP/dimethylaminoethyl methacrylate copolymer";"coffant, fixateur";"Ingrédient";;"PVP/dimethylaminoethyl methacrylate copolymer";"PVP/dimethylaminoethyl methacrylate copolymer";"PVP/dimethylaminoethyl methacrylate copolymer"
"VALUES";"pyrus malus extract";"apporte de la brillance, de l'éclat";"Ingrédient";;"pyrus malus extract";"pyrus malus extract";"pyrus malus extract"
"VALUES";"quaternium-18 hectorite";"agent de supsension";"Ingrédient";;"quaternium-18 hectorite";"quaternium-18 hectorite";"quaternium-18 hectorite"
"VALUES";"retinyl palmitate";"conditionneur, anti-oxydant";"Ingrédient";;"retinyl palmitate";"retinyl palmitate";"retinyl palmitate"
"VALUES";"ribes nigrum seed oil";"anti-radicalaire, émollient";"Ingrédient";;"ribes nigrum seed oil";"ribes nigrum seed oil";"ribes nigrum seed oil"
"VALUES";"ricinus communis (castor oil)";"outil technique départ de synthèse, soin des cheveux type afro";"Ingrédient";;"ricinus communis (castor oil)";"ricinus communis (castor oil)";"ricinus communis (castor oil)"
"VALUES";"rosa canina (dog rose hips) fruit oil";"conditionneur, réparateur";"Ingrédient";;"rosa canina (dog rose hips) fruit oil";"rosa canina (dog rose hips) fruit oil";"rosa canina (dog rose hips) fruit oil"
"VALUES";"rosa moschata seed oil";"régénératrice, réparatrice, assouplissante";"Ingrédient";;"rosa moschata seed oil";"rosa moschata seed oil";"rosa moschata seed oil"
"VALUES";"rosemary oil";"tonifiant, relaxant";"Ingrédient";;"rosemary oil";"rosemary oil";"rosemary oil"
"VALUES";"saccharum officinarum";"humectant, exfoliant si en grain";"Ingrédient";;"saccharum officinarum";"saccharum officinarum";"saccharum officinarum"
"VALUES";"salicylic acid";"purifiant, exfoliant, anti-acné, anti-pelliculaire";"Ingrédient";;"salicylic acid";"salicylic acid";"salicylic acid"
"VALUES";"SD alcohol 39-C";"alcool éthylique dénaturé, solvant, fluidifiant, conservateur";"Ingrédient";;"SD alcohol 39-C";"SD alcohol 39-C";"SD alcohol 39-C"
"VALUES";"sea silt extract";"riche en minéraux et oligo-éléments";"Ingrédient";;"sea silt extract";"sea silt extract";"sea silt extract"
"VALUES";"secale cereale (rye) seed extract";"conditionneur, reconstituant";"Ingrédient";;"secale cereale (rye) seed extract";"secale cereale (rye) seed extract";"secale cereale (rye) seed extract"
"VALUES";"serenoa serrulata";"ralentit la sécrétion de sébum, apport en AGE";"Ingrédient";;"serenoa serrulata";"serenoa serrulata";"serenoa serrulata"
"VALUES";"serica (silk)";"conditionneur, favorise l'hydratation";"Ingrédient";;"serica (silk)";"serica (silk)";"serica (silk)"
"VALUES";"serine";"conditionneur";"Ingrédient";;"serine";"serine";"serine"
"VALUES";"sesamum indicum (sesame) seed oil";"occlusive, protectrice, émolliente";"Ingrédient";;"sesamum indicum (sesame) seed oil";"sesamum indicum (sesame) seed oil";"sesamum indicum (sesame) seed oil"
"VALUES";"shorea robusta";"nourrissant, adoucissant";"Ingrédient";;"shorea robusta";"shorea robusta";"shorea robusta"
"VALUES";"siberian spruce oil";"tonifiant";"Ingrédient";;"siberian spruce oil";"siberian spruce oil";"siberian spruce oil"
"VALUES";"silica";"exfoliant, absorbant, opacifiant";"Ingrédient";;"silica";"silica";"silica"
"VALUES";"simmondsia chinensis (jojoba) seed oil";"régénérant, réparateur, conditionneur";"Ingrédient";;"simmondsia chinensis (jojoba) seed oil";"simmondsia chinensis (jojoba) seed oil";"simmondsia chinensis (jojoba) seed oil"
"VALUES";"sodium acrylate/acryloyldimethyl taurate copolymer";"stabilisant, opacifiant, épaississant";"Ingrédient";;"sodium acrylate/acryloyldimethyl taurate copolymer";"sodium acrylate/acryloyldimethyl taurate copolymer";"sodium acrylate/acryloyldimethyl taurate copolymer"
"VALUES";"sodium beeswax";"émulsionnant";"Ingrédient";;"sodium beeswax";"sodium beeswax";"sodium beeswax"
"VALUES";"sodium benzoate";"biocide";"Ingrédient";;"sodium benzoate";"sodium benzoate";"sodium benzoate"
"VALUES";"sodium cetearyl sulfate";"nettoyant";"Ingrédient";;"sodium cetearyl sulfate";"sodium cetearyl sulfate";"sodium cetearyl sulfate"
"VALUES";"sodium chloride";"épaississant pour les bases lavantes";"Ingrédient";;"sodium chloride";"sodium chloride";"sodium chloride"
"VALUES";"sodium cocoate";"nettoyant, émulsionnant";"Ingrédient";;"sodium cocoate";"sodium cocoate";"sodium cocoate"
"VALUES";"sodium cocoyl glutamate";"nettoyant";"Ingrédient";;"sodium cocoyl glutamate";"sodium cocoyl glutamate";"sodium cocoyl glutamate"
"VALUES";"sodium cocoyl isethionate";"nettoyant";"Ingrédient";;"sodium cocoyl isethionate";"sodium cocoyl isethionate";"sodium cocoyl isethionate"
"VALUES";"sodium hyaluronate";"hydratant";"Ingrédient";;"sodium hyaluronate";"sodium hyaluronate";"sodium hyaluronate"
"VALUES";"sodium hydroxide";"permet de rendre le pH d'un produit moins acide ou plus basique";"Ingrédient";;"sodium hydroxide";"sodium hydroxide";"sodium hydroxide"
"VALUES";"sodium isethionate";"co-nettoyant, stabilisateur, adoucissant";"Ingrédient";;"sodium isethionate";"sodium isethionate";"sodium isethionate"
"VALUES";"sodium laureth sulfate";"agent nettoyant, moussant";"Ingrédient";;"sodium laureth sulfate";"sodium laureth sulfate";"sodium laureth sulfate"
"VALUES";"sodium laureth sulfate (and) cocamidopropyl betain";"nettoyant, moussant";"Ingrédient";;"sodium laureth sulfate (and) cocamidopropyl betain";"sodium laureth sulfate (and) cocamidopropyl betain";"sodium laureth sulfate (and) cocamidopropyl betain"
"VALUES";"sodium laureth sulfate (and) sodium laureth sulfos";"nettoyant, moussant, viscosant";"Ingrédient";;"sodium laureth sulfate (and) sodium laureth sulfos";"sodium laureth sulfate (and) sodium laureth sulfos";"sodium laureth sulfate (and) sodium laureth sulfos"
"VALUES";"sodium laureth-40 sulfate";"nettoyant";"Ingrédient";;"sodium laureth-40 sulfate";"sodium laureth-40 sulfate";"sodium laureth-40 sulfate"
"VALUES";"sodium lauroyl oat amino acids";"nettoyant, moussant";"Ingrédient";;"sodium lauroyl oat amino acids";"sodium lauroyl oat amino acids";"sodium lauroyl oat amino acids"
"VALUES";"sodium lauroyl sarcosinate";"nettoyant, conditionneur";"Ingrédient";;"sodium lauroyl sarcosinate";"sodium lauroyl sarcosinate";"sodium lauroyl sarcosinate"
"VALUES";"sodium lauryl sulfate";"nettoyant, moussant";"Ingrédient";;"sodium lauryl sulfate";"sodium lauryl sulfate";"sodium lauryl sulfate"
"VALUES";"sodium methylparaben";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"sodium methylparaben";"sodium methylparaben";"sodium methylparaben"
"VALUES";"sodium palm kernelate";"nettoyant, émulsionnant";"Ingrédient";;"sodium palm kernelate";"sodium palm kernelate";"sodium palm kernelate"
"VALUES";"sodium PCA";"humectant";"Ingrédient";;"sodium PCA";"sodium PCA";"sodium PCA"
"VALUES";"sodium phosphate";"tampon";"Ingrédient";;"sodium phosphate";"sodium phosphate";"sodium phosphate"
"VALUES";"sodium propylparaben";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"sodium propylparaben";"sodium propylparaben";"sodium propylparaben"
"VALUES";"sodium stearate";"nettoyant, émulsionnant";"Ingrédient";;"sodium stearate";"sodium stearate";"sodium stearate"
"VALUES";"sodium styrene/acrylates copolymer";"filmogène, épaississant";"Ingrédient";;"sodium styrene/acrylates copolymer";"sodium styrene/acrylates copolymer";"sodium styrene/acrylates copolymer"
"VALUES";"sodium sulfate";"anti-oxydant";"Ingrédient";;"sodium sulfate";"sodium sulfate";"sodium sulfate"
"VALUES";"sodium tallowate";"nettoyant, moussant";"Ingrédient";;"sodium tallowate";"sodium tallowate";"sodium tallowate"
"VALUES";"sodium trideceth sulfate";"nettoyant, émulsionnant";"Ingrédient";;"sodium trideceth sulfate";"sodium trideceth sulfate";"sodium trideceth sulfate"
"VALUES";"sorbitan stearate";"émulsionnant";"Ingrédient";;"sorbitan stearate";"sorbitan stearate";"sorbitan stearate"
"VALUES";"sorbitan tristearate";"émulsionnant";"Ingrédient";;"sorbitan tristearate";"sorbitan tristearate";"sorbitan tristearate"
"VALUES";"sorbitol";"contribue à l'hydratation de la peau, donne un goût agréable au produit";"Ingrédient";;"sorbitol";"sorbitol";"sorbitol"
"VALUES";"soybean (glycine soja) germ extract";"conditionneur, anti-âge";"Ingrédient";;"soybean (glycine soja) germ extract";"soybean (glycine soja) germ extract";"soybean (glycine soja) germ extract"
"VALUES";"soybean (glycine soja) sterol";"émollient";"Ingrédient";;"soybean (glycine soja) sterol";"soybean (glycine soja) sterol";"soybean (glycine soja) sterol"
"VALUES";"spinach extract";"colorant";"Ingrédient";;"spinach extract";"spinach extract";"spinach extract"
"VALUES";"spirea ulmaria (meadowsweet) extract";"drainant, lissant";"Ingrédient";;"spirea ulmaria (meadowsweet) extract";"spirea ulmaria (meadowsweet) extract";"spirea ulmaria (meadowsweet) extract"
"VALUES";"squalene";"conditionneur, empêche la déshydratation, restaure la souplesse de la peau, anti-oxydant";"Ingrédient";;"squalene";"squalene";"squalene"
"VALUES";"stearamide AMP";"moussant, épaississant";"Ingrédient";;"stearamide AMP";"stearamide AMP";"stearamide AMP"
"VALUES";"steareth-2";"émulsionnant";"Ingrédient";;"steareth-2";"steareth-2";"steareth-2"
"VALUES";"steareth-20";"émulsionnant";"Ingrédient";;"steareth-20";"steareth-20";"steareth-20"
"VALUES";"steareth-25";"nettoyant, solubilisant";"Ingrédient";;"steareth-25";"steareth-25";"steareth-25"
"VALUES";"stearic acid";"tensio-actif émulsionnant";"Ingrédient";;"stearic acid";"stearic acid";"stearic acid"
"VALUES";"stearyl alcohol";"stabilisateur, émulsionnant, épaississant";"Ingrédient";;"stearyl alcohol";"stearyl alcohol";"stearyl alcohol"
"VALUES";"stryphnodendron barbatiman";"astringeant";"Ingrédient";;"stryphnodendron barbatiman";"stryphnodendron barbatiman";"stryphnodendron barbatiman"
"VALUES";"styrene/acrylates copolymer";"épaississant, émulsionnant";"Ingrédient";;"styrene/acrylates copolymer";"styrene/acrylates copolymer";"styrene/acrylates copolymer"
"VALUES";"styrene/VP copolymer";"épaissir la phase aqueuse, filmogène, coiffant";"Ingrédient";;"styrene/VP copolymer";"styrene/VP copolymer";"styrene/VP copolymer"
"VALUES";"sucrose";"humectant, arôme";"Ingrédient";;"sucrose";"sucrose";"sucrose"
"VALUES";"sucrose cocoate";"émollient";"Ingrédient";;"sucrose cocoate";"sucrose cocoate";"sucrose cocoate"
"VALUES";"talc";"poudre absorbante, exfoliante et protectrice, modificateur de toucher, apporte du 'glissant'";"Ingrédient";;"talc";"talc";"talc"
"VALUES";"TEA C12-13 alkyl phosphate";"agent nettoyant, moussant";"Ingrédient";;"TEA C12-13 alkyl phosphate";"TEA C12-13 alkyl phosphate";"TEA C12-13 alkyl phosphate"
"VALUES";"TEA-cocoyl hydrolyzed collagen";"conditionneur, nettoyant";"Ingrédient";;"TEA-cocoyl hydrolyzed collagen";"TEA-cocoyl hydrolyzed collagen";"TEA-cocoyl hydrolyzed collagen"
"VALUES";"TEA-lauryl sulfate";"nettoyant";"Ingrédient";;"TEA-lauryl sulfate";"TEA-lauryl sulfate";"TEA-lauryl sulfate"
"VALUES";"tetrasodium EDTA";"neutralise en partie le calcaire de l'eau";"Ingrédient";;"tetrasodium EDTA";"tetrasodium EDTA";"tetrasodium EDTA"
"VALUES";"tetrasodium etidronate";"neutraliser les ions complexes de l'eau, en particulier le calcaire";"Ingrédient";;"tetrasodium etidronate";"tetrasodium etidronate";"tetrasodium etidronate"
"VALUES";"theobroma cacao (cocoa) seed butter";"conditionneur, protecteur";"Ingrédient";;"theobroma cacao (cocoa) seed butter";"theobroma cacao (cocoa) seed butter";"theobroma cacao (cocoa) seed butter"
"VALUES";"threonine";"conditionneur";"Ingrédient";;"threonine";"threonine";"threonine"
"VALUES";"TIPA-laureth sulfate";"nettoyant";"Ingrédient";;"TIPA-laureth sulfate";"TIPA-laureth sulfate";"TIPA-laureth sulfate"
"VALUES";"titanium dioxide";"poudre blanchissante, écran solaire minéral";"Ingrédient";;"titanium dioxide";"titanium dioxide";"titanium dioxide"
"VALUES";"tocopherol";"ralentir l'oxydation des corps gras et protéger les actifs sensibles à la lumière et/ou à l'oxygène et/ou à la chaleur; peut être aussi utilisé comme actif pour la peau, le dosage sera alors supérieur";"Ingrédient";;"tocopherol";"tocopherol";"tocopherol"
"VALUES";"tocopheryl acetate";"antioxydant, conditionneur";"Ingrédient";;"tocopheryl acetate";"tocopheryl acetate";"tocopheryl acetate"
"VALUES";"tocopheryl linoleate";"antioxydant, conditionneur";"Ingrédient";;"tocopheryl linoleate";"tocopheryl linoleate";"tocopheryl linoleate"
"VALUES";"triclosan";"biocide, déodorant";"Ingrédient";;"triclosan";"triclosan";"triclosan"
"VALUES";"tridecyl stearate";"conditionneur, émollient";"Ingrédient";;"tridecyl stearate";"tridecyl stearate";"tridecyl stearate"
"VALUES";"tridecyl trimellitate";"conditionneur, occlusif";"Ingrédient";;"tridecyl trimellitate";"tridecyl trimellitate";"tridecyl trimellitate"
"VALUES";"triethanolamine";"permet de rendre le pH d'un produit moins acide ou plus basique";"Ingrédient";;"triethanolamine";"triethanolamine";"triethanolamine"
"VALUES";"trihydroxystearin";"occlusif, viscosant";"Ingrédient";;"trihydroxystearin";"trihydroxystearin";"trihydroxystearin"
"VALUES";"triticum vulgare (wheat) germ extract";"clarifiant, conditionneur";"Ingrédient";;"triticum vulgare (wheat) germ extract";"triticum vulgare (wheat) germ extract";"triticum vulgare (wheat) germ extract"
"VALUES";"triticum vulgare (wheat) germ oil";"conditionneur, raffermissante, anti-âge";"Ingrédient";;"triticum vulgare (wheat) germ oil";"triticum vulgare (wheat) germ oil";"triticum vulgare (wheat) germ oil"
"VALUES";"tromethamine";"rend + basique ou - acide";"Ingrédient";;"tromethamine";"tromethamine";"tromethamine"
"VALUES";"turmeric extract";"colorant";"Ingrédient";;"turmeric extract";"turmeric extract";"turmeric extract"
"VALUES";"tyrosine";"conditionneur";"Ingrédient";;"tyrosine";"tyrosine";"tyrosine"
"VALUES";"undecylenamidopropyl betaine";"anti-statique, conditionneur, nettoyant, moussant";"Ingrédient";;"undecylenamidopropyl betaine";"undecylenamidopropyl betaine";"undecylenamidopropyl betaine"
"VALUES";"urea";"humectant, tampon,";"Ingrédient";;"urea";"urea";"urea"
"VALUES";"usnea barbata";"anti-bactérien (?), anti-pelliculaire";"Ingrédient";;"usnea barbata";"usnea barbata";"usnea barbata"
"VALUES";"valine";"conditionneur";"Ingrédient";;"valine";"valine";"valine"
"VALUES";"vanilla planifolia";"hydratant, tonifiant";"Ingrédient";;"vanilla planifolia";"vanilla planifolia";"vanilla planifolia"
"VALUES";"vitis vinifera (grape) seed oil";"relipidant, anti-oxydant (tocopherol)";"Ingrédient";;"vitis vinifera (grape) seed oil";"vitis vinifera (grape) seed oil";"vitis vinifera (grape) seed oil"
"VALUES";"vitreoscilla ferment";"conditionneur";"Ingrédient";;"vitreoscilla ferment";"vitreoscilla ferment";"vitreoscilla ferment"
"VALUES";"water (and) ceteareth-60 myristyl glycol (and)meth";"biocide";"Ingrédient";;"water (and) ceteareth-60 myristyl glycol (and)meth";"water (and) ceteareth-60 myristyl glycol (and)meth";"water (and) ceteareth-60 myristyl glycol (and)meth"
"VALUES";"water (and) dipropylene glycol (and) halopteris sc";"minéralisant";"Ingrédient";;"water (and) dipropylene glycol (and) halopteris sc";"water (and) dipropylene glycol (and) halopteris sc";"water (and) dipropylene glycol (and) halopteris sc"
"VALUES";"water (and) hydrolyzed algin (and) chlorella vulga";"drainant, minéralisant";"Ingrédient";;"water (and) hydrolyzed algin (and) chlorella vulga";"water (and) hydrolyzed algin (and) chlorella vulga";"water (and) hydrolyzed algin (and) chlorella vulga"
"VALUES";"water (and) propylene glycol (and) cistus monspeli";;"Ingrédient";;"water (and) propylene glycol (and) cistus monspeli";"water (and) propylene glycol (and) cistus monspeli";"water (and) propylene glycol (and) cistus monspeli"
"VALUES";"water (and) propylene glycol (and) helichrysum it";"restructurant";"Ingrédient";;"water (and) propylene glycol (and) helichrysum it";"water (and) propylene glycol (and) helichrysum it";"water (and) propylene glycol (and) helichrysum it"
"VALUES";"water (and) propylene glycol (and) lavandula stoec";"apaisant";"Ingrédient";;"water (and) propylene glycol (and) lavandula stoec";"water (and) propylene glycol (and) lavandula stoec";"water (and) propylene glycol (and) lavandula stoec"
"VALUES";"water (and)glycol distearate (and) glycerin (and)";"nettoyant, hydratant, nacrant";"Ingrédient";;"water (and)glycol distearate (and) glycerin (and)";"water (and)glycol distearate (and) glycerin (and)";"water (and)glycol distearate (and) glycerin (and)"
"VALUES";"whey protein";"conditionneur";"Ingrédient";;"whey protein";"whey protein";"whey protein"
"VALUES";"xanthan gum";"gélifier les phases aqueuses, épaissir, augmenter la viscosité";"Ingrédient";;"xanthan gum";"xanthan gum";"xanthan gum"
"VALUES";"zea mays (corn) oil";"conditionneur, relipidant, propriété émulsionnante";"Ingrédient";;"zea mays (corn) oil";"zea mays (corn) oil";"zea mays (corn) oil"
"VALUES";"zea mays (corn) starch";"exfoliant, absorbant";"Ingrédient";;"zea mays (corn) starch";"zea mays (corn) starch";"zea mays (corn) starch"
"VALUES";"zinc oxide";"poudre blanchissante, écran solaire minéral";"Ingrédient";;"zinc oxide";"zinc oxide";"zinc oxide"
"VALUES";"zinc pyrithione";"anti-pelliculaire";"Ingrédient";;"zinc pyrithione";"zinc pyrithione";"zinc pyrithione"
"VALUES";"zinc salicylate";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"zinc salicylate";"zinc salicylate";"zinc salicylate"
"VALUES";"zinc stearate";"anti-mottant, colorant";"Ingrédient";;"zinc stearate";"zinc stearate";"zinc stearate"
"VALUES";"zinc sulfate";"astringent, biocide";"Ingrédient";;"zinc sulfate";"zinc sulfate";"zinc sulfate"
