VALUES;CIQUAL25126;Paupiette de volaille;Paupiette de volaille;Poultry paupiette;CIQUAL;Plats composés
VALUES;CIQUAL25127;Couscous royal à  la viande;Couscous royal à  la viande;Couscous with mutton and beef;CIQUAL;Plats composés
VALUES;CIQUAL25130;Gratin d'endives et jambon;Gratin d'endives et jambon;Witlof and ham au gratin;CIQUAL;Plats composés
VALUES;CIQUAL25135;Pâtes à  la carbonara;Pâtes à  la carbonara;Pasta with carbonara sauce;CIQUAL;Plats composés
VALUES;CIQUAL25137;Tartiflette;Tartiflette;Tartiflette;CIQUAL;Plats composés
VALUES;CIQUAL25138;Couscous au poulet;Couscous au poulet;Couscous with chicken;CIQUAL;Plats composés
VALUES;CIQUAL25144;Poisson à  la provenà§ale et riz;Poisson à  la provenà§ale et riz;Fish with tomato sauce and rice;CIQUAL;Plats composés
VALUES;CIQUAL25146;Poisson sauce oseille;Poisson sauce oseille;Fish in sorrel sauce;CIQUAL;Plats composés
VALUES;CIQUAL25151;Feuilleté au saumon;Feuilleté au saumon;Salmon in puff pastry;CIQUAL;Plats composés
VALUES;CIQUAL25156;Ravioli au fromage, cuit;Ravioli au fromage, cuit;Ravioli with cheese, cooked;CIQUAL;Plats composés
VALUES;CIQUAL25159;Tajine de mouton;Tajine de mouton;Mutton tajine;CIQUAL;Plats composés
VALUES;CIQUAL25162;Gratin de légumes;Gratin de légumes;Vegetables au gratin;CIQUAL;Plats composés
VALUES;CIQUAL25163;Boeuf, boulettes cuites;Boeuf, boulettes cuites;Beef, meat balls, cooked;CIQUAL;Plats composés
VALUES;CIQUAL25172;Viande en sauce (aliment moyen);Viande en sauce (aliment moyen);Meat in sauce (average);CIQUAL;Plats composés
VALUES;CIQUAL25173;Veau, escalope panée, cuite;Veau, escalope panée, cuite;Veal cutlet, breaded, cooked;CIQUAL;Plats composés
VALUES;CIQUAL25174;Poulet au curry;Poulet au curry;Chicken curry;CIQUAL;Plats composés
VALUES;CIQUAL25400;Croque-monsieur;Croque-monsieur;Grilled cheese & ham sandwich;CIQUAL;Sandwichs
VALUES;CIQUAL25401;Friand au fromage;Friand au fromage;Puff pastry with cheese;CIQUAL;Plats composés
VALUES;CIQUAL25402;Friand à  la viande;Friand à  la viande;Pastry filled with paté;CIQUAL;Plats composés
VALUES;CIQUAL25403;Hot-dog;Hot-dog;Hot-dog;CIQUAL;Sandwichs
VALUES;CIQUAL25404;Pizza fromage;Pizza fromage;Pizza, tomato and cheese;CIQUAL;Plats composés
VALUES;CIQUAL25405;Quiche lorraine;Quiche lorraine;Quiche lorraine;CIQUAL;Plats composés
VALUES;CIQUAL25409;Crêpe fourrée béchamel jambon;Crêpe fourrée béchamel jambon;Crepe, stuffed with ham;CIQUAL;Plats composés
VALUES;CIQUAL25410;Crêpe fourrée béchamel jambon fromage;Crêpe fourrée béchamel jambon fromage;Crepe, stuffed with ham and cheese;CIQUAL;Plats composés
VALUES;CIQUAL25412;Bouchée à  la reine, au poulet;Bouchée à  la reine, au poulet;Vol-au-vent with chicken;CIQUAL;Plats composés
VALUES;CIQUAL25413;Hamburger;Hamburger;Hamburger, regular, fast foods restaurant;CIQUAL;Sandwichs
VALUES;CIQUAL25414;Cheeseburger;Cheeseburger;Cheeseburger, fast foods restaurant;CIQUAL;Sandwichs
VALUES;CIQUAL25415;Double cheeseburger;Double cheeseburger;Cheeseburger, double, fast foods restaurant;CIQUAL;Sandwichs
VALUES;CIQUAL25417;Tarte aux légumes;Tarte aux légumes;Vegetable quiche, from delicatessen or bakery;CIQUAL;Plats composés
VALUES;CIQUAL25418;Croissant au jambon;Croissant au jambon;Croissant with ham, from bakery;CIQUAL;Sandwichs
VALUES;CIQUAL25419;Rouleau de printemps;Rouleau de printemps;Summer roll;CIQUAL;Plats composés
VALUES;CIQUAL25420;Nem ou Pâté impérial;Nem ou Pâté impérial;Egg roll or Nem;CIQUAL;Plats composés
VALUES;CIQUAL25422;Sandwich baguette, merguez frites;Sandwich baguette, merguez frites;Sandwich on french bread, sausage-chips (french fries);CIQUAL;Sandwichs
VALUES;CIQUAL25428;Sandwich grec ou Döner kebap, pita, avec crudités;Sandwich grec ou Döner kebap, pita, avec crudités;Sandwich on pita bread, gyros or kebab, lettuce & tomato, mayonnaise;CIQUAL;Sandwichs
