"VALUES";"Gingembre";"Epice"
"VALUES";"Macis";"Epice"
"VALUES";"Massala";"Epice"
"VALUES";"Moutarde";"Epice"
"VALUES";"Muscade";"Epice"
"VALUES";"Mélange d'épices bajan";"Epice"
"VALUES";"Ras-el-hanout";"Epice"
"VALUES";"Safran";"Epice"
"VALUES";"Sassafras";"Epice"
"VALUES";"Saté";"Epice"
"VALUES";"Sumac";"Epice"
"VALUES";"Sésame";"Epice"
"VALUES";"Vanille";"Epice"
"VALUES";"Piment";"Epice"
"VALUES";"Poivre";"Epice"
"VALUES";"Sel";"Epice"
;;
"VALUES";"Aneth";"Herbe"
"VALUES";"Basilic";"Herbe"
"VALUES";"Bourrache";"Herbe"
"VALUES";"Ciboulette";"Herbe"
"VALUES";"Ciboulette chinoise";"Herbe"
"VALUES";"Citronnelle";"Herbe"
"VALUES";"Coriandre";"Herbe"
"VALUES";"Hysope";"Herbe"
"VALUES";"Lavande";"Herbe"
"VALUES";"Marjolaine";"Herbe"
"VALUES";"Myrte";"Herbe"
"VALUES";"Mélisse";"Herbe"
"VALUES";"Origan";"Herbe"
"VALUES";"Persil";"Herbe"
"VALUES";"Romarin";"Herbe"
"VALUES";"Salicorne";"Herbe"
"VALUES";"Sariette";"Herbe"
"VALUES";"Sauge";"Herbe"
"VALUES";"Thym";"Herbe"
"VALUES";"Tilleul";"Herbe"
"VALUES";"Verveine";"Herbe"
"VALUES";"Violette";"Herbe"
;;
"VALUES";"Érable (produits de)";"Epicure"
"VALUES";"Cassonade";"Epicure"
"VALUES";"Miel";"Epicure"
"VALUES";"Mélasse";"Epicure"
"VALUES";"Sucre";"Epicure"
"VALUES";"Riz";"Epicure"
"VALUES";"Café";"Epicure"
"VALUES";"Avoine";"Epicure"
"VALUES";"Blé";"Epicure"
"VALUES";"Boulghol / Boulgour";"Epicure"
"VALUES";"Houblon";"Epicure"
"VALUES";"Orge";"Epicure"
"VALUES";"Quinoa";"Epicure"
"VALUES";"Sarrasin";"Epicure"
"VALUES";"Seigle";"Epicure"
"VALUES";"Semoule / Couscous";"Epicure"
"VALUES";"Sorgho";"Epicure"
"VALUES";"Épeautre";"Epicure"
"VALUES";"Thé";"Epicure"
