COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Polyols totaux;Résidu à sec;Alcool (éthanol);Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n-9), oléique;AG 18:2 9c,12c (n-6), linoléique;AG 18:3 c9,c12,c15 (n-3), alpha-linolénique;AG 20:4 5c,8c,11c,14c (n-6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n-3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n-3), DHA;Cholestérol;Sel;Calcium;Chlorure;Cuivre;Fer;Iode;Magnésium;Manganèse;Phosphore;Potassium;Sélénium;Sodium;Zinc;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;31009;CIQUAL;Chocolats et produits à base de chocolat;Chocolat au lait aux céréales croustillantes, tablette;Chocolat au lait aux céréales croustillantes, tablette;2150;515;2150;515;1,16;7,15;7,15;60,6;26,6;50,8;8,1;2,59;;2;0;;16,7;7,85;0,77;0,37;0,15;0,093;0,17;0,19;0,61;5,87;6,16;5,78;0,73;0,039;;0;0,005;23;0,52;166;;0,49;2,65;23;48;0,48;207;370;;205;2,29;65;0;0;0,5;5,7;;0,6;0,13;0,32;0,67;0,47;0,055;11;0,8
VALUES;31010;CIQUAL;Chocolats et produits à base de chocolat;Chocolat blanc, tablette;Chocolat blanc, tablette;2350;563;2350;563;0,93;6,16;6,16;57,1;34,2;56;;1;;1,66;0;;21,3;10,1;1,05;0,17;0,12;0,14;0,18;0,59;0,92;8,92;9,6;9,37;0,94;0,071;0,005;0,005;0,0067;23;0,22;281;;;0,2;0,8;26,5;;230;350;3;88;0,9;6,5;75;;1,14;;;0;0,08;0,49;0,2;0,59;0,07;10;
VALUES;31012;CIQUAL;Chocolats et produits à base de chocolat;Barres ou confiserie chocolatées au lait;Barres ou confiserie chocolatées au lait;2290;550;2290;550;1,4;8;8;52,3;33,7;47,9;4,4;2,44;0;2,12;0;0,05;21,2;9,64;1,04;;;;;;;;;;;;;;;18,4;0,35;280;;;0,63;9,33;116;;231;282;;139;5,26;115;;0,045;3,18;;;1,01;0,08;0,42;0,32;0,71;0,077;6,8;0,78
VALUES;31018;CIQUAL;Chocolats et produits à base de chocolat;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;2330;559;2330;559;1,12;8,43;8,43;48,7;35,9;43,6;2,5;3,52;;1,95;0;;17;15,6;1,76;0,15;0,1;0,071;0,13;0,16;0,53;7,17;8,17;15,6;1,66;0,1;0,037;0;0,0033;17,5;0,25;187;;0,52;1,4;17;61;1,26;206;579;8,33;101;1,12;37;22;0,5;0,25;0;;0,1;0,13;0,39;0,57;0,8;0,4;42;0,32
VALUES;31020;CIQUAL;Chocolats et produits à base de chocolat;Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette;Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette;2020;487;2020;487;;5,75;5,75;54,2;34,6;11,3;;2;42,6;0,62;0;;21,2;;;;;;;;;;;;;;;;;;0,34;130;;;;;;;150;;;135;;;;;;;;;;;;;;;
VALUES;31026;CIQUAL;Chocolats et produits à base de chocolat;Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette;Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette;2410;579;2410;579;0,5;7,64;7,64;48;39,1;45,1;;2,43;;2,01;0;;21,8;14;1,59;0,21;0,18;0,53;0,43;2,25;1,53;8,25;8,38;14;1,53;0,063;;;0,01;;0,29;230;;;;;;;;;;115;;;;;;;;;;;;;;;
VALUES;31030;CIQUAL;Chocolats et produits à base de chocolat;Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette;Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette;2170;525;2170;525;0,6;8,48;8,48;34,1;42,3;2;;10,2;28,9;1,25;0;;26,6;12,9;2,17;;;;;;;;;;;;;;;3,3;0,0063;45,6;;1,7;22,8;50;152;1,39;225;793;10;1,7;2,51;0;32;0;0,74;;;0;0,18;0,29;0,87;0,26;0,37;35;0,27
VALUES;31032;CIQUAL;Chocolats et produits à base de chocolat;Pâte à tartiner chocolat et noisette;Pâte à tartiner chocolat et noisette;2290;549;2290;549;0,38;5,02;5,02;57,9;32,4;56,2;0,6;3,23;;1,55;0;;9,18;17,1;3,88;0,01;0,015;0,1;0,06;0,2;0,19;5,26;1,31;17,1;3,4;0,45;0,00054;0,016;0,012;2,5;0,12;99,5;;0,55;3,85;12,5;97,1;1,23;177;503;10;49,5;1;0;0;0;6,6;;;0,75;0,1;0,24;1,6;;0,06;73;1,68
VALUES;31041;CIQUAL;Chocolats et produits à base de chocolat;Confiserie au chocolat dragéifiée;Confiserie au chocolat dragéifiée;2110;504;2110;504;1,91;5,49;5,49;64,7;24,3;57,4;6,87;1,98;0,002;1,55;0;0,046;15;7,79;1,1;;;;;;;;;;;;;;;12,1;0,28;231;;0,8;12,5;7,87;40,5;;292;112;;113;0,97;194;;0,46;5,69;;;0,95;0,057;0,28;0,17;0,5;0,08;6,5;0,68
VALUES;31042;CIQUAL;Chocolats et produits à base de chocolat;Cacahuètes enrobées de chocolat dragéifiées;Cacahuètes enrobées de chocolat dragéifiées;2150;513;2150;513;1,13;9,13;9,13;59,4;26;53,2;6,11;2,88;;0,16;0;;9,75;;;;;;;;;;;;;;;;;;0,15;;;;3,83;;;;;;1;63,3;;;;;3,57;;;;;;;;;;
VALUES;31063;CIQUAL;Chocolats et produits à base de chocolat;Bouchée chocolat fourrage fruits à coques et/ou praliné;Bouchée chocolat fourrage fruits à coques et/ou praliné;2330;558;2330;558;;9,1;9,1;51,5;34,7;46,2;;2,1;;0,93;0;;13,6;;;;;;;;;;;;;;;;;;0,34;275;;;;;52;;262;;;130;;;;;;;;;;;;;;;
VALUES;31066;CIQUAL;Chocolats et produits à base de chocolat;Rocher chocolat fourré praliné;Rocher chocolat fourré praliné;2330;558;2330;558;1,1;6,56;6,56;51,3;35,4;48,9;;3,91;;1,47;0;;15,5;16,1;2,3;0,017;0,03;0,03;0,04;0,14;0,27;7,75;5,6;16,1;2,25;0,057;0,01;0,01;0,01;7,55;0,14;120;74,9;0,58;3,4;20;82;1,9;200;430;20;55,9;1,2;21;10,4;;7,05;2,66;;0,5;0,099;0,22;0,23;0,43;0,092;22,9;0,5
VALUES;31069;CIQUAL;Chocolats et produits à base de chocolat;Chocolat noir aux fruits (orange, framboise, poire), tablette;Chocolat noir aux fruits (orange, framboise, poire), tablette;2240;539;2240;539;1,2;6,8;6,8;45,3;34,4;35,7;;10,3;;1,63;0;;22,5;9,31;1,09;0,023;0,016;0,016;0,02;0,038;0,11;7,76;10,3;9,31;1,03;0,055;0,018;0,018;0,011;2,4;0,078;76;;;4;;102;;;;;31,3;;;;;;;;0,5;;;;;;;
VALUES;31070;CIQUAL;Chocolats et produits à base de chocolat;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;2350;565;2350;565;0,51;7,72;7,72;42,3;38,4;36,3;;9,41;;2,11;0;;18;15,8;2,26;0,073;0,037;0,037;0,073;0,047;0,17;7,08;8,01;15,8;2,22;0,047;;;0,01;0,88;0,038;63,5;;0,7;3,2;;146;1;210;500;2,8;15,4;1,5;0;54;2,24;3,96;;;0,1;0,1;0,1;0,62;0,5;0,23;33,5;0
VALUES;31071;CIQUAL;Chocolats et produits à base de chocolat;Barre chocolatée aux fruits secs;Barre chocolatée aux fruits secs;2060;494;2060;494;4,42;7,23;7,23;57,6;26;45,1;10,9;1,53;1,69;1,3;0;;9,53;9,88;1,94;;;;0,12;0,16;0,47;5,2;3,58;5,76;0,92;0,057;0,0037;0;0;5,55;0,38;125;;0,4;1,3;4,96;13,6;;198;47,3;2,8;151;0,64;1;;0,03;4,34;;;0;0,036;0,19;0,084;0,47;0,035;0,11;0,3
VALUES;31072;CIQUAL;Chocolats et produits à base de chocolat;Chocolat noir fourrage confiseur à la menthe;Chocolat noir fourrage confiseur à la menthe;2140;511;2140;511;6,2;4,24;4,24;60,9;26,6;54,4;;5,8;;0,55;0;;15,8;4,04;4,1;0,012;0,01;0,01;0,02;0,03;0,09;3,22;4,26;3,9;0,39;0,02;0,01;0,01;0,01;3,22;0,03;14;3,6;0,4;3;20;48;0,43;70;150;20;9,63;0,7;21;17,8;;0,33;0,8;;0,5;0,042;0,03;1,46;0,16;0,032;13,9;0,14
VALUES;31073;CIQUAL;Chocolats et produits à base de chocolat;Barre goûter frais au lait et chocolat;Barre goûter frais au lait et chocolat;2310;554;2310;554;;10;10;52;34;;;;;;0;;;;;;;;;;;;;;;;;;;;;323;;;;;45;;270;;;;;;;;;;;;;;;;;;
VALUES;31074;CIQUAL;Chocolats et produits à base de chocolat;Chocolat noir à 70% cacao minimum, extra, dégustation, tablette;Chocolat noir à 70% cacao minimum, extra, dégustation, tablette;2370;572;2370;572;0,59;8,44;8,44;35;41,6;27,6;5,3;11,9;;2,39;0;;26,2;13,6;1,14;0,037;0,04;0,04;0,037;0,04;0,17;9,59;16,3;7,05;1,04;0,093;0,04;;0,0092;2,64;0,024;61;;1,4;4,18;10;178;1,1;265;727;5;9,39;2,85;;32;;0,74;;;0,28;0,18;0,29;0,87;0,26;0,37;35;0,27
VALUES;31079;CIQUAL;Chocolats et produits à base de chocolat;Chocolat au lait fourré;Chocolat au lait fourré;2540;611;2540;611;;4,8;4,8;45,5;45;44,5;;2,3;;0,25;0;;32,5;;;;;;;;;;;;;;;;;;0,25;;;;;;;;;;;100;;;;;;;;;;;;;;;
VALUES;31080;CIQUAL;Chocolats et produits à base de chocolat;Chocolat noir fourré praliné, tablette;Chocolat noir fourré praliné, tablette;2330;559;2330;559;0,5;6,38;6,38;52,4;34,8;48,8;1,5;5,07;;1,34;0;;16,9;14,3;2,06;0,1;0,067;0,033;0,067;0,13;0,3;7,52;8,22;13,8;2;0,067;0,017;0,017;0,017;7,92;0,039;70;29,6;0,84;6,1;20;110;1,4;180;400;50;13,7;1,7;21;26,8;;4,21;2,25;;0,5;0,11;0,08;0,76;0,85;0,05;32,2;0,32
VALUES;31084;CIQUAL;Chocolats et produits à base de chocolat;Chocolat au lait fourré au praliné, tablette;Chocolat au lait fourré au praliné, tablette;2330;559;2330;559;0,6;7,29;7,29;52,9;34,9;49,9;0,9;2,51;;1,65;0;;16,4;11,6;2,01;0,12;0,09;0,21;0,24;1,62;0,93;6,59;6,56;11,2;1,92;0,062;0,015;0,015;0,015;14,3;0,2;150;151;0,42;3,2;20;70;0,83;210;420;50;81,3;1,2;37,7;31,2;;3,18;3,03;;0,5;0,094;0,28;0,33;0,57;0,041;14,7;0,99
VALUES;31085;CIQUAL;Chocolats et produits à base de chocolat;Chocolat noir à 40% de cacao minimum, à pâtisser, tablette;Chocolat noir à 40% de cacao minimum, à pâtisser, tablette;2280;546;2280;546;0,9;6,39;6,39;51,4;33,1;41,6;0;8,76;;1,99;0;;22;9,92;1,02;0,09;0,054;0,044;0,073;0,1;0,32;7,87;10,2;9,57;0,93;0,069;;;0,01;1,73;0,015;46;;;4,35;;130;;186;300;;5,36;1,3;0;54;0;1,44;;;0,28;0,07;0,07;0,6;;0,03;12;
VALUES;31091;CIQUAL;Chocolats et produits à base de chocolat;Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit;Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit;2170;521;2170;521;;6,5;6,5;55,1;29,4;42,9;;4,92;;0,36;0;;17,8;;;;;;;;;;;;;;;;;2,81;0,32;40;;;3,6;;;;;;;128;;;;;;;;1;;;;;;;
VALUES;31099;CIQUAL;Chocolats et produits à base de chocolat;Barre goûter frais au lait et chocolat avec génoise;Barre goûter frais au lait et chocolat avec génoise;2080;499;2080;499;10,5;6,68;6,68;39;34,2;33,3;5,5;4,3;;1,47;0;;19,6;10,8;1,88;0,16;0,11;0,097;0,11;0,17;0,48;11;6,61;10,6;1,62;0,16;0,032;;;22,9;0,13;174;;0,3;0,9;10;47,3;0,3;157;296;5;50,3;1,15;30,5;23;0,53;2,45;;;0,5;0,07;0,28;0,37;0,63;0,28;26,9;0,39
VALUES;18010;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Limonade, sucrée;Limonade, sucrée;145;34,1;145;34,1;90,5;0,04;0,04;8,45;0,02;8,45;0;;0;0,1;0;;0;0;0;;;;;;;;;;;;;;;0;0,015;6,52;;0,0029;0,0092;0,5;0,58;0,0015;;3,51;10;5,72;0,01;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;18012;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson à l'eau minérale ou de source, aromatisée, sucrée;Boisson à l'eau minérale ou de source, aromatisée, sucrée;64,2;15,1;64,2;15,1;;0,086;0,086;3,48;0,086;3,48;0;0,044;0;0,03;0;0;;0;0;;;;;;;;;;;;;;;0;0,012;11,7;;0,005;;1;2,3;;0,001;0,33;0,5;4,74;;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;18014;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Tonic ou bitter, sucré, avec édulcorants;Tonic ou bitter, sucré, avec édulcorants;110;26;110;26;;0;0;6,45;0;6,45;;0,1;0;0;0;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;
VALUES;18015;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson au thé, aromatisée, sucrée, avec édulcorants;Boisson au thé, aromatisée, sucrée, avec édulcorants;90,1;21,2;90,1;21,2;;0;0;5,3;0;5,3;;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;18016;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Limonade, sucrée, avec édulcorants;Limonade, sucrée, avec édulcorants;51;12;51;12;;0;0;3;0;3;;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;18018;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Cola, sucré;Cola, sucré;178;41,8;178;41,8;89,4;0,093;0,093;10,2;0,062;10,2;0;0;0;0,04;0;;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0,017;1,92;;0,0044;0,11;0,8;2,44;0,0012;13;1;2,2;6,71;0,016;0;0;0;0;0;;0;0;0;0;0;0;0;0
VALUES;18019;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée;180;42,4;180;42,4;89,3;0,067;0,067;10,2;0,028;9,92;0;;0;0,075;0;0,32;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0,033;4,63;;0,0065;0,025;0,4;2,67;0,0043;1;26,5;10;13,5;0,014;0;15;0;0;;;0;0;0;0;0;0;0;0
VALUES;18021;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants;Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants;22,6;5,37;22,6;5,37;;0,06;0,06;0,96;0,13;0,96;;0,05;0;0,05;0;;0;;;;;;;;;;;;;;;;;;0,05;;;;;;;;;;;19,9;;;;;;;;;;;;;;;
VALUES;18023;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson plate aux fruits (à moins de 10% de jus), sucrée;Boisson plate aux fruits (à moins de 10% de jus), sucrée;81;19,1;81;19,1;;0,1;0,1;4,4;0,1;4,38;;0,1;0;0,017;0;;0;;;;;;;;;;;;;;;;;;0,017;;;;;;;;;;;6,86;;;;;;;;;;;;;;;
VALUES;18026;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson gazeuse, sans jus de fruit, sucrée;Boisson gazeuse, sans jus de fruit, sucrée;160;37,6;160;37,6;90,6;0,14;0,14;8,78;0,078;8,78;0;0;0;0;0;0,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,091;11,5;;0,012;0,12;1,85;1;0,013;3;3,5;0,029;36,4;0,032;0;0;0;0;0;;0;0;0;0;0;0;0;0
VALUES;18032;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson gazeuse, sans jus de fruit, à teneur réduite en sucres;Boisson gazeuse, sans jus de fruit, à teneur réduite en sucres;111;26,2;111;26,2;;;;6,55;0;4,03;0;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;18033;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants;119;28;119;28;;;;7;;7;;0;0;0,0075;0;;;;;;;;;;;;;;;;;;;;0,0075;;;;;;;;;;;3;;;;;;;;;;;;;;;
VALUES;18037;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Cola, sucré, avec édulcorants;Cola, sucré, avec édulcorants;113;26,7;113;26,7;95;0,0093;0,0093;6,65;0,0033;6,65;0;0,0033;0;0,08;0;;;0;0;;;;;;;;;;;;;;;0;0,011;0;;0;0;0;0;0;17;10;0;4,2;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;18039;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Diabolo (limonade et sirop);Diabolo (limonade et sirop);182;42,8;182;42,8;;0,075;0,075;10,6;;10,6;;0,069;0;0,021;0;0;;;;;;;;;;;;;;;;;;;0,021;;;;;;;;;;;8,5;;;;;;;;;;;;;;;
VALUES;18049;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée;173;40,7;173;40,7;90,5;0,081;0,081;9,97;0,051;9,74;;0,005;0;0,05;0;;;;;;;;;;;;;;;;;;;;0,025;;;;;;2;;;;;9,73;;;;;;;;;;;;;;;
VALUES;18051;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson gazeuse aux fruits (de 10 à 50% de jus), non sucrée, avec édulcorants;Boisson gazeuse aux fruits (de 10 à 50% de jus), non sucrée, avec édulcorants;;;;;98;0,073;0,073;1,39;0,014;1,26;0;;0;0,1;0;;0;0;0;;;;;;;;;;;;;;;0;0,017;6,37;;;;;1,99;;;63,7;;6,28;;;;;;;;3,89;0,01;;0,03;;0,04;;0
VALUES;18058;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau;Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau;133;31,2;133;31,2;92,2;0,055;0,055;7,71;0;7,71;0;0;0;0,026;0;0,063;0;0;0;;;;;;;;;;;;;;;0;0,012;7,55;;0,004;0,025;0;2,71;0,001;0,5;5,06;;4,94;0,01;0;2;0;0;;;1,3;0,001;0,0011;0,0071;0,0033;0,0025;1,51;0
VALUES;18064;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson au thé, aromatisée, à teneur réduite en sucres;Boisson au thé, aromatisée, à teneur réduite en sucres;;;;;94,5;0;0;;0;;0;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;18067;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Cola, sucré, sans caféine;Cola, sucré, sans caféine;186;43,8;186;43,8;89,6;;;11;;11;0;0;0;0,06;0;;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0,025;2;;0;0,02;;0;0;11;3;;10;0,01;0;0;0;0;0;;0;0;0;0;0;0;0;0
VALUES;18075;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson au thé, aromatisée, sucrée;Boisson au thé, aromatisée, sucrée;116;27,3;116;27,3;93,1;0,033;0,033;6,76;0,022;6,52;0;0;0;0,04;0;0;0;0;0;;;;;;;;;;;;;;;0;0,058;2;;0,0027;0,0099;0,4;1,2;0,072;0;12,9;10;22,8;0,015;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;18078;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants;Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants;116;27,2;116;27,2;;0;0;6,8;0;6,8;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;
VALUES;18304;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres;Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres;;;;;94,5;0,014;0,014;5,16;0,01;5,06;0;0;0;0,02;0;;0;0;0;;;;;;;;;;;;;;;0;0,019;0;;0;0;0;0;0;0;1,6;0;7,45;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;18305;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson plate aux fruits (10 à 50% de jus), non sucrée, avec édulcorants;Boisson plate aux fruits (10 à 50% de jus), non sucrée, avec édulcorants;;;;;;0,1;0,1;1,4;0,1;1,3;;0,1;0;0,033;0;;0;;;;;;;;;;;;;;;;;;0,033;;;;;;;;;;;13,3;;;;;;;;;;;;;;;
VALUES;18309;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson plate aux fruits (teneur en jus non spécifiée), sucrée;Boisson plate aux fruits (teneur en jus non spécifiée), sucrée;;;;;88,3;0,088;0,088;10,8;0;10,6;0;0;0;0,08;0;;0;0;0;;;;;;;;;;;;;;;0;;13;;0,02;0,1;1;4,6;0,007;5;48;0;;0,06;0;;0;0;;;3;0,07;0,01;0,9;;0,1;10;0
VALUES;18339;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson plate aux fruits (10 à 50% de jus), sucrée;Boisson plate aux fruits (10 à 50% de jus), sucrée;181;42,6;181;42,6;89,3;0,13;0,13;10,1;0,06;9,76;0;0,041;0;0,07;0;0,3;;0;0;;;;;;;;;;;;;;;0;0,067;2,5;60;0,1;0,1;1;2,4;0,1;10;20,1;2,2;28;0,1;0;2;0;0;;;12,8;0,01;0,01;0,04;0,04;0,04;6,2;0
VALUES;18340;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants;13,7;3,26;13,7;3,26;99,2;0,063;0,063;0,45;0,13;0,43;0;;0;0,08;0;;0;0;0;;;;;;;;;;;;;;;0;0,022;0;;0;0;0;0;0;0;8,3;0;10;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;18341;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson gazeuse à la pomme (de 50 à 99% de fruits), non sucrée;Boisson gazeuse à la pomme (de 50 à 99% de fruits), non sucrée;;;;;;0;0;7,5;0;6,5;0;0;0;0,069;0;;0;0;0;;;;;;;;;;;;;;;0;0,00025;2,92;;0,01;0,1;0,7;1,94;;3;60,3;0,05;0,1;0,01;0;2;0;0;;;0;0,01;0,006;0,01;0,02;0,01;4;0
VALUES;18344;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Tonic ou bitter, sucré;Tonic ou bitter, sucré;145;34,1;145;34,1;88,9;0,068;0,068;8,28;0,066;7,38;0;0,05;0;0,1;0;;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0,014;7,48;;0,0029;0,03;1;2,45;0,0011;0;1;2,2;6,83;0,017;0;0;0;0;0;;0;0;0;0;0;0;0;0
VALUES;18345;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant;70,8;16,7;70,8;16,7;;0;0;4,17;0;4;;0;0;0,002;0;;0;;;;;;;;;;;;;;;;;;0,002;;;;;;;;;;;5;;;;;;;;;;;;;;;
VALUES;18352;CIQUAL;Boissons rafraîchissantes sans alcool avec sucre;Boisson énergisante, sucrée;Boisson énergisante, sucrée;207;48,7;207;48,7;88;0,2;0,2;11,9;0;11,7;0;0,1;0;0,11;0;0;0;0;0;;;;;;;;;;;;;;;0;0,11;0;;0;0;0;0;0;0;0;0;46,2;0;0;0;0;1,8;;;40;0,21;0,52;6,08;1,76;1,05;0;0,63
VALUES;18066;CIQUAL;Eaux;Eau du robinet;Eau du robinet;0;0;0;0;100;0;0;0;0;0;;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0076;7,13;;0,017;0,03;;0,99;0,00082;0;0,73;;2,4;0,011;0;0;0;0;0;;0;0;0;0;0;0;0;0
VALUES;18430;CIQUAL;Eaux;Eau embouteillée de source;Eau embouteillée de source;0;0;0;0;;0;0;0;0;0;;0;0;;0;0;;;;;;;;;;;;;;;;;;;;16,9;;0,008;0,023;;1,81;0,00089;;0,99;10;2,17;0,011;;;;;;;;;;;;;;
VALUES;76000;CIQUAL;Eaux;Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33);Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33);0;0;0;0;100;0;0;0;0;0;;0;0;0,036;0;0;0;;;;;;;;;;;;;;;;;;0,025;1,9;13,7;0,0005;0,01;;0,9;0,0001;0,003;0,4;1;10;0,0005;;;;;;;;;;;;;;
VALUES;76001;CIQUAL;Eaux;Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73);Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73);0;0;0;0;100;0;0;0;0;0;0;0;0;0,034;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0011;8,23;0,21;0,0005;0,001;0;2,25;0,0001;0,003;0,08;1;0,44;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76002;CIQUAL;Eaux;Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07);Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07);0;0;0;0;100;0;0;0;0;0;0;0;0;0,036;0;0;0;0;0;;;;;;;;;;;;;;;0;0,00033;8,01;1,4;0,0005;0,001;0;2,77;0,0001;0,003;0,12;1;0,13;0,0016;0;0;0;0;;;0;0;0;0;0;0;0;0
