COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Polyols totaux;Résidu à sec;Alcool (éthanol);Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n-9), oléique;AG 18:2 9c,12c (n-6), linoléique;AG 18:3 c9,c12,c15 (n-3), alpha-linolénique;AG 20:4 5c,8c,11c,14c (n-6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n-3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n-3), DHA;Cholestérol;Sel;Calcium;Chlorure;Cuivre;Fer;Iode;Magnésium;Manganèse;Phosphore;Potassium;Sélénium;Sodium;Zinc;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;76004;CIQUAL;Eaux;Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59);Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,13;0;0;0;0;0;;;;;;;;;;;;;;;0;0,014;24;6,2;0,0005;0,04;0;6,6;0,0004;0,003;0,61;1;5,5;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76006;CIQUAL;Eaux;Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07);Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,17;0;0;0;0;0;;;;;;;;;;;;;;;0;0,063;0,9;2,4;0,0005;0,0006;0;1,6;0,015;0,003;0,53;1;25,2;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76007;CIQUAL;Eaux;Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63);Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63);0;0;0;0;99,7;0;0;0;0;0;0;0;0;0,27;0;0;0;0;0;;;;;;;;;;;;;;;0;0,16;17;38,7;0,0005;0,0006;0;9,2;0,039;0,003;13;1;65;0,001;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76008;CIQUAL;Eaux;Eau minérale Auvergne, embouteillée, gazeuse, fortement minéralisée (Cornillon, 38);Eau minérale Auvergne, embouteillée, gazeuse, fortement minéralisée (Cornillon, 38);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,12;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0092;34;0,97;0,0028;0,001;0;2,71;0,012;0,003;0,3;1;3,68;0,0018;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76010;CIQUAL;Eaux;Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67);Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67);0;0;0;0;100;0;0;0;0;0;0;0;0;0,004;0;0;0;0;0;;;;;;;;;;;;;;;0;0,00028;1,05;0,5;0,0005;0,001;0;0,4;0,0001;0,003;0,19;1;0,11;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76011;CIQUAL;Eaux;Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45);Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45);0;0;0;0;100;0;0;0;0;0;0;0;0;0,032;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0027;9,6;2,26;0,0005;0,001;0;0,61;0,0001;0,003;0,37;1;1,06;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76012;CIQUAL;Eaux;Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07);Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07);0;0;0;0;100;0;0;0;0;0;0;0;0;0,016;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0034;2,62;0,17;0,0016;0,001;0;0,96;0,06;0,003;0,13;1;1,34;0,007;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76013;CIQUAL;Eaux;Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63);Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0,24;0;0;0;0;0;;;;;;;;;;;;;;;0;0,18;11,9;22,9;0,0005;0,001;0;3;0,004;0,003;4,4;1;70,3;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76014;CIQUAL;Eaux;Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63);Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0,21;0;0;0;0;0;;;;;;;;;;;;;;;0;0,06;34;0,7;0,0005;0,001;0;4,9;0,1;0,003;4,1;1;24;0,004;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76015;CIQUAL;Eaux;Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59);Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,084;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0074;16,4;3,66;0,0005;0,0005;0;4,15;0,0013;0,003;0,36;1;2,94;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76016;CIQUAL;Eaux;Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88);Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0024;46,8;0,76;0,0042;0,0005;0;7,45;0,0015;0,003;0,28;10;0,94;0,0095;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76017;CIQUAL;Eaux;Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40);Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,096;0;0;0;0;0;;;;;;;;;;;;;;;0;0,031;11,8;14,8;0,0005;0,001;0;3,18;0,0003;0,003;2,03;1;12,4;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76018;CIQUAL;Eaux;Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique);Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,13;0;0;0;0;0;;;;;;;;;;;;;;;0;0,032;13,7;2,31;0,0005;0,0005;0;11,3;0,026;0,003;1,4;1;12,6;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76019;CIQUAL;Eaux;Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique);Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,11;0;0;0;0;0;;;;;;;;;;;;;;;0;0,033;17,2;2,48;0,0005;0,001;0;10,7;0,016;0,003;1,31;1;13;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76020;CIQUAL;Eaux;Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74);Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74);0;0;0;0;100;0;0;0;0;0;0;0;0;0,036;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0016;7,65;0,68;0,002;0,0083;0;2,58;0,0005;0,003;0,1;1;0,65;0,005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76022;CIQUAL;Eaux;Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88);Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88);0;0;0;0;99,7;0;0;0;0;0;0;0;0;0,28;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0036;54,9;1,88;0,0023;0,001;0;11,9;0,0015;0,003;0,41;10;1,42;0,01;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76023;CIQUAL;Eaux;Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63);Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63);0;0;0;0;99,1;0;0;0;0;0;0;0;0;0,64;0;0;0;0;0;;;;;;;;;;;;;;;0;0,46;20,1;35;0,0005;0,018;0;24;0,07;0,003;18,2;1;184;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76024;CIQUAL;Eaux;Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34);Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,12;0;0;0;0;0;;;;;;;;;;;;;;;0;0,028;18;1,4;0,0005;0,001;0;7,3;0,04;0,003;4;1;11;0,016;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76025;CIQUAL;Eaux;Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31);Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31);0;0;0;0;100;0;0;0;0;0;0;0;0;0,012;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0002;2,65;0,23;0,0005;0,001;0;0,1;0,0001;0,003;0,02;1;0,08;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76027;CIQUAL;Eaux;Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81);Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81);0;0;0;0;100;0;0;0;0;0;0;0;0;0,0025;0;0;0;0;0;;;;;;;;;;;;;;;0;0,00078;0,24;0,3;0,0005;0,001;0;0,05;0,0001;0,003;0,04;1;0,31;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76028;CIQUAL;Eaux;Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64);Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64);0;0;0;0;100;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76029;CIQUAL;Eaux;Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59);Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,13;0;0;0;0;0;;;;;;;;;;;;;;;0;0,012;24;6,06;0,0005;0,0044;0;6,12;0,0006;0,003;0,64;1;4,92;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76030;CIQUAL;Eaux;Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B);Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,057;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0018;18,5;1;0,0005;0,035;0;1,65;0,41;0,003;0,16;0,1;0,7;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76031;CIQUAL;Eaux;Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42);Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,32;0;0;0;0;0;;;;;;;;;;;;;;;0;0,25;11;9,9;0,0005;0,025;0;9,4;0,031;0,003;11;1;101;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76032;CIQUAL;Eaux;Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22);Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22);0;0;0;0;100;0;0;0;0;0;0;0;0;0,034;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0078;2,3;3,6;0,0005;0,001;0;1,4;0,0018;0,003;0,45;1;3,1;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76033;CIQUAL;Eaux;Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26);Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26);0;0;0;0;99,6;0;0;0;0;0;0;0;0;0,35;0;0;0;0;0;;;;;;;;;;;;;;;0;0,17;32,7;104;0,0005;0,001;0;8,88;0,0001;0,003;2,12;1;68,4;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76034;CIQUAL;Eaux;Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42);Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,13;0;0;0;0;0;;;;;;;;;;;;;;;0;0,11;4,5;3,8;0,0005;0,0032;0;3,3;0,025;0,003;1,8;1;43;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76035;CIQUAL;Eaux;Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48);Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,15;0;0;0;0;0;;;;;;;;;;;;;;;0;0,028;17;1,8;0,0005;0,001;0;6,9;0,18;0,003;3,8;1;11;0,0007;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76036;CIQUAL;Eaux;Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07);Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,13;0;0;0;0;0;;;;;;;;;;;;;;;0;0,062;12,5;1,18;0,003;0,001;0;6,45;0,074;0,003;2,57;1;24,6;0,0021;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76037;CIQUAL;Eaux;Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63);Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63);0;0;0;0;99,7;0;0;0;0;0;0;0;0;0,31;0;0;0;0;0;;;;;;;;;;;;;;;0;0,12;30,1;64,9;0,0011;0,001;0;16;0,0011;0,003;5,2;1;49,3;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76038;CIQUAL;Eaux;Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42);Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42);0;0;0;0;100;0;0;0;0;0;0;0;0;0,024;0;0;0;0;0;;;;;;;;;;;;;;;0;0,021;2,1;3,47;0,0005;0,001;0;0,2;0,0004;0,003;0,48;1;8,5;0,0007;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76039;CIQUAL;Eaux;Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34);Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0018;21;0,52;0,0005;0,001;0;0,95;0,08;0,003;0,23;1;0,7;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76040;CIQUAL;Eaux;Eau minérale Soultzmatt , embouteillée, gazeuse, moyennement minéralisée ( Soultzmatt, 68);Eau minérale Soultzmatt , embouteillée, gazeuse, moyennement minéralisée ( Soultzmatt, 68);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,12;0;0;0;0;0;;;;;;;;;;;;;;;0;0,073;11,5;3,71;0,0018;0,001;0;5,43;0,07;0,003;4,35;1;29,1;0,0012;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76043;CIQUAL;Eaux;Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59);Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,13;0;0;0;0;0;;;;;;;;;;;;;;;0;0,007;17,6;3,7;0,0005;0,0008;0;4,6;0,0006;0,003;0,5;1;2,8;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76044;CIQUAL;Eaux;Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82);Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0,22;0;0;0;0;0;;;;;;;;;;;;;;;0;0,002;56,8;0,9;0,0005;0,009;0;8,9;0,0003;0,003;0,3;1;0,79;0,0008;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76046;CIQUAL;Eaux;Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63);Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;;;;;;;;;;;;;;;0;0,019;8,5;28,5;0,0005;0,001;0;8;0,019;0,003;6,5;1;7,7;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76047;CIQUAL;Eaux;Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63);Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,19;0;0;0;0;0;;;;;;;;;;;;;;;0;0,076;7,1;23;0,0019;0,001;0;4;0,0001;0,003;3,3;1;30,2;0,0012;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76049;CIQUAL;Eaux;Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);0;0;0;0;99,5;0;0;0;0;0;0;0;0;0,47;0;0;0;0;0;;;;;;;;;;;;;;;0;0,43;9;32,2;0,0005;0,0015;0;1,1;0,0013;0,003;11;1;171;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76050;CIQUAL;Eaux;Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74);Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74);0;0;0;0;100;0;0;0;0;0;0;0;0;0,024;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0014;9,2;1,1;0,0005;0,001;0;1,9;0,0001;0,003;0,1;1;0,57;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76053;CIQUAL;Eaux;Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07);Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07);0;0;0;0;100;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0034;4,5;0,2;0,0027;0,001;0;1,05;0,04;0,003;0,21;1;1,34;0,006;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76054;CIQUAL;Eaux;Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07);Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07);0;0;0;0;100;0;0;0;0;0;0;0;0;0,072;0;0;0;0;0;;;;;;;;;;;;;;;0;0,032;3,2;0,52;0,0005;0,001;0;1,7;0,05;0,003;2,2;1;12,9;0,004;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76055;CIQUAL;Eaux;Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);0;0;0;0;99,7;0;0;0;0;0;0;0;0;0,32;0;0;0;0;0;;;;;;;;;;;;;;;0;0,29;10,3;23,5;0,0005;0,001;0;1;0,0014;0,003;6,6;1;117;0,0008;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76056;CIQUAL;Eaux;Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88);Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,088;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0013;24;0,8;0,0023;0,001;0;4,2;0,0015;0,003;0,19;10;0,52;0,02;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76057;CIQUAL;Eaux;Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63);Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63);0;0;0;0;100;0;0;0;0;0;0;0;0;0,012;0;0;0;0;0;;;;;;;;;;;;;;;0;0,003;1,2;1,5;0,0023;0,001;0;0,8;0,0015;0,02;0,6;10;1,2;0,01;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76058;CIQUAL;Eaux;Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63);Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63);0;0;0;0;100;0;0;0;0;0;0;0;0;0,012;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0029;1,07;1,17;0,0005;0,001;0;0,75;0,0001;0,02;0,58;1;1,17;0,0005;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76059;CIQUAL;Eaux;Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68);Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68);0;0;0;0;100;0;0;0;0;0;0;0;0;0,092;0;0;0;0;0;;;;;;;;;;;;;;;0;0,00075;3,5;0,32;0,0005;0,001;0;1,1;0,005;0,003;0,11;1;0,3;0,011;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76060;CIQUAL;Eaux;Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30);Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30);0;0;0;0;100;0;0;0;0;0;0;0;0;0,048;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0024;16;2,2;0,0023;0,001;0;0,42;0,0015;0,003;0,1;10;0,95;0,011;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76061;CIQUAL;Eaux;Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42);Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,12;0;0;0;0;0;;;;;;;;;;;;;;;0;0,045;15,3;5,4;0,0023;0,001;0;8;0,0015;0,003;1,1;10;18;0,01;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76062;CIQUAL;Eaux;Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce);Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce);0;0;0;0;100;0;0;0;0;0;0;0;0;0,044;0;0;0;0;0;;;;;;;;;;;;;;;0;0,021;11,1;0,8;0;0;0;1;;0;0,07;0;8,4;;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76063;CIQUAL;Eaux;Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg);Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg);0;0;0;0;100;0;0;0;0;0;0;0;0;0,015;0;0;0;0;0;;;;;;;;;;;;;;;0;0,00075;9,7;0,6;0;0;0;0,5;;0;0,06;0;0,3;;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76064;CIQUAL;Eaux;Eau minérale Caramulo, embouteillée, non gazeuse, très faiblement minéralisée (Portugal);Eau minérale Caramulo, embouteillée, non gazeuse, très faiblement minéralisée (Portugal);0;0;0;0;100;0;0;0;0;0;0;0;0;0,0041;0;0;0;0;0;;;;;;;;;;;;;;;0;0,002;0,2;0,5;0;0;0;0;;0;0;0;0,8;;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76065;CIQUAL;Eaux;Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique);Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique);0;0;0;0;100;0;0;0;0;0;0;0;0;0,036;0;0;0;0;0;;;;;;;;;;;;;;;0;0,011;6,5;3,5;0;0;0;1,8;;0;0,25;0;4,4;;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76066;CIQUAL;Eaux;Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne);Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;;;;;;;;;;;;;;;0;0,093;3,3;28,2;0;0;0;0;;0;0;0;37;;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76067;CIQUAL;Eaux;Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie);Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;;;;;;;;;;;;;;;0;0,00025;51,7;;0;0;0;6,7;;0;0,2;0;0,1;;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76068;CIQUAL;Eaux;Eau minérale Highland spring, embouteillée, non gazeuse, faiblement minéralisée (Écosse);Eau minérale Highland spring, embouteillée, non gazeuse, faiblement minéralisée (Écosse);0;0;0;0;100;0;0;0;0;0;0;0;0;0,013;0;0;0;0;0;;;;;;;;;;;;;;;0;0,0015;3,5;0,8;0;0;0;0,9;;0;0,06;0;0,6;;0;0;0;0;;;0;0;0;0;0;0;0;0
