COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;bcpg:suppliers;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Alcool (éthanol);Polyols totaux;Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n9), oléique;AG 18:2 9c,12c (n6), linoléique;AG 18:3 c9,c12,c15 (n3), alphalinolénique;AG 20:4 5c,8c,11c,14c (n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n3), DHA;Cholestérol;Sel;Sodium;Chlorure;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alphatocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;26038;CIQUAL;poissons cuits;Table Ciqual 2020;Saumon, cuit à la vapeur;Saumon, cuit à la vapeur;816;195;816;195;63,5;23;23;;11,5;0;0;0;0;0;0;2,39;4,7;3,3;;;;;0,0074;0,32;0,87;0,3;1,29;0,39;0,18;0,052;0,64;1,11;36,3;0,13;51,5;63;21,4;270;390;9,23;0,007;0,4;0,026;0,39;19;17;5;0;8,7;2,05;;;0;0,22;0,11;7;1,09;0,49;11,7;3,05
VALUES;26041;CIQUAL;poissons cuits;Table Ciqual 2020;Thon, rôti/cuit au four;Thon, rôti/cuit au four;576;136;576;136;66,9;29,9;29,9;;1,83;0;0;0;0;0;0;0,9;0,23;0,52;;;;;;0,1;0,71;0,086;0,23;0,037;0,006;0,015;0,099;0,36;43,5;0,14;56;0,1;46;273;445;18,7;0,0076;1,8;0,047;0,44;81,2;150;8;0;1,83;0,32;;;;0,052;0,062;16,4;0,13;0,47;40,6;2,57
VALUES;26059;CIQUAL;poissons cuits;Table Ciqual 2020;Sole, cuite à la vapeur;Sole, cuite à la vapeur;400;94,6;400;94,6;77;20,3;20,3;;1,48;0;0;0;0;0;0;0,2;0,2;0,2;;;;;0;0;0;0;0,2;0;0;0;0,043;0,16;70,8;0,41;166;;23,1;128;175;96;0,007;0,72;0,026;0,39;103;14,5;;0;;;;;;0,064;0,2;2,39;;0,22;;1,12
VALUES;26060;CIQUAL;poissons cuits;Table Ciqual 2020;Sole, rôtie/cuite au four;Sole, rôtie/cuite au four;330;78,2;330;78,2;82,4;15,7;15,7;;1,69;0;0;0;0;0;0;0,31;0,43;0,31;0;0;0;0,0023;0,0046;0,061;0,2;0,038;0,43;;;;0,094;0,11;60,5;0,29;117;;31,3;285;224;47,7;0,035;0,57;0,027;0,58;17,4;30;12;0;3,5;0,77;0,1;;0;0,048;0,11;1,49;0,23;0,56;6;1,31
VALUES;26061;CIQUAL;poissons cuits;Table Ciqual 2020;Sole, bouillie/cuite à l'eau;Sole, bouillie/cuite à l'eau;292;69;292;69;84;15;15;;1;0;0;0;0;0;0;0,2;0,6;0,2;;;;;;;;;0,6;;;;;;65;0,21;82;;22;195;137;90;;0,9;;;;;;;;;;;;0,07;0,2;1,7;;1;;
VALUES;26062;CIQUAL;poissons cuits;Table Ciqual 2020;Sole, frite;Sole, frite;306;72,2;306;72,2;83;15,8;15,8;;1;0;0;0;0;0;0;0,2;0,6;0,2;;;;;;;;;0,6;;;;;;65;0,36;144;;28;250;240;;;0,86;;;42,3;;;;;;;;;0,07;0,18;1,53;;;;
VALUES;26073;CIQUAL;poissons cuits;Table Ciqual 2020;Raie, cuite au court-bouillon;Raie, cuite au court-bouillon;415;97,8;415;97,8;73,7;23,2;23,2;;0,57;0;0;0;0;0;0;0,12;0,048;0,16;;;;;;0,0012;0,085;0,027;0,048;0,0042;0,0006;0,014;0,016;0,13;67;0,4;161;;24,3;163;;;0;;0,03;0,6;;8,9;0;0;0;0;;;;0,04;;;0;0,23;0;2,7
VALUES;26081;CIQUAL;poissons cuits;Table Ciqual 2020;Lotte ou baudroie, grillée/poêlée;Lotte ou baudroie, grillée/poêlée;417;98,2;417;98,2;75;23;23;;0,68;0;0;0;0;0;0;0,19;0,1;0,2;;;;;;0,007;0,15;0,033;0,1;0,0083;0,0013;0,012;0,039;0,14;26;0,061;24,5;0,4;28,5;368;472;11;0,1;0,46;0,3;0,64;42,5;40,6;50;0;;0,6;;;0,5;0,035;0,077;3,09;0,19;0,21;20,5;0,93
VALUES;26087;CIQUAL;poissons cuits;Table Ciqual 2020;Maquereau, fumé;Maquereau, fumé;1220;294;1220;294;55,7;18,8;18,8;0;24,3;0;0;0;0;0;0;5,35;9,59;6,83;;;;;;1,31;2,34;0,45;1,89;0,36;0,83;;1,48;3,35;80;0,96;384;1130;29;267;312;20;0,02;1,1;0,09;0,1;31,9;46,5;53,5;;5,2;1,6;0;;0;0,14;0,35;10;0,52;0,5;8;9,91
VALUES;26090;CIQUAL;poissons cuits;Table Ciqual 2020;Haddock (fumé) ou églefin fumé;Haddock (fumé) ou églefin fumé;411;97;411;97;76,8;22,6;22,6;0;0,73;0;0;0;0;0;0;0,13;0,098;0,22;0;0;0;0;0;0,0062;0,084;0,042;0,035;;0,018;;0,064;0,14;77;1,91;763;1200;54;251;415;49;0,03;1,4;0,042;0,5;28;255;24;0;0,8;0,55;0,1;;0;0,047;0,049;5,07;0,17;0,4;15;1,6
VALUES;26093;CIQUAL;poissons cuits;Table Ciqual 2020;Espadon, rôti/cuit au four;Espadon, rôti/cuit au four;1110;266;1110;266;52,9;28,7;28,7;;16,9;0;0;0;0;0;0;1,51;8,22;2,67;0;0;0;0;0,0067;0,15;1,01;0,34;0;0;0;0;0,2;1,31;129;0,18;73,4;170;34,1;200;475;5,5;0,021;0,53;0,046;0,78;122;9,3;43;0;16,6;7,2;0,1;;0;0,047;0,13;9,8;0,46;0,62;2;2,91
VALUES;26094;CIQUAL;poissons cuits;Table Ciqual 2020;Turbot, rôti/cuit au four;Turbot, rôti/cuit au four;497;118;497;118;72,7;21,3;21,3;;3,64;0;0;0;0;0;0;0,9;0,8;0,7;;;;;;;;;;;;;0,32;0,38;62;0,25;192;180;63,5;213;323;42,5;0,022;0,53;0,049;0,29;;30;12;0;0;0;;;1,7;0,068;0,12;2,54;0,66;0,24;9;2,54
VALUES;26120;CIQUAL;poissons cuits;Table Ciqual 2020;Merlu, cuit à l'étouffée;Merlu, cuit à l'étouffée;472;112;472;112;74,4;21,2;21,2;;3;0;0;0;0;0;0;0,92;;0,59;;;;;;;;0,057;;;;;0,11;0,28;77,4;0,25;99,2;0,2;29,2;190;290;41,8;0,1;0,3;0,1;0,55;22;42;7,5;0;3,2;0,6;;;0;0,052;0,086;2,65;0,24;0,23;26,4;1,6
VALUES;26126;CIQUAL;poissons cuits;Table Ciqual 2020;Églefin, grillé/poêlé;Églefin, grillé/poêlé;360;84,9;360;84,9;79,7;20;20;;0,55;0;0;0;0;0;0;0,11;0,074;0,2;0;0;0;0;0,002;0,005;0,077;0,025;;;;;0,051;0,11;66;0,65;261;;26;278;351;14;0,013;0,21;0,026;0,4;;;21;0;0,6;0,55;0,1;;0;0,023;0,069;4,12;0,49;0,33;13;2,13
VALUES;26136;CIQUAL;poissons cuits;Table Ciqual 2020;Sardine, grillée;Sardine, grillée;812;194;812;194;64;25,1;25,1;;10,4;0;0;0;0;0;0;2,9;2,94;3,52;;;;;0;0,44;1,7;0,51;;;;;;;0;0,35;140;170;34;320;400;130;0,08;1,7;0,14;1,4;38;32;0;0;12,3;0,31;;;;;0,25;6,9;0,88;0,41;4;12
VALUES;26147;CIQUAL;poissons cuits;Table Ciqual 2020;Vivaneau, cuit;Vivaneau, cuit;511;121;511;121;71,7;26,3;26,3;;1,72;0;0;0;0;0;0;0,37;0,32;0,59;;;;;;0,053;0,19;0,07;;;;;0,048;0,27;47;0,14;57;;37;201;522;40;0,017;0,82;0,046;0,44;;;35;;;;;;1,6;0,053;0,004;0,35;0,87;0,46;6;3,5
VALUES;26148;CIQUAL;poissons cuits;Table Ciqual 2020;Rascasse, cuite à la vapeur;Rascasse, cuite à la vapeur;533;126;533;126;71,7;24,6;24,6;;3,1;0;0;0;0;0;0;0,61;0,83;0,73;0,0011;0,0011;0,0011;0,0011;0,0022;0,13;0,39;0,069;0,34;0,048;0,022;0,024;0,21;0,37;48,9;0,22;88,8;115;33;200;380;14;0,01;0,18;0,02;0,37;80;20;21;;1,09;;0,8;;;0,025;0,04;1,32;0,084;0,14;5;1,65
VALUES;26152;CIQUAL;poissons cuits;Table Ciqual 2020;Lieu ou colin d'Alaska, fumé;Lieu ou colin d'Alaska, fumé;344;81,3;344;81,3;;18,3;18,3;0;0,9;0;0;0;0;0;0;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;26192;CIQUAL;poissons cuits;Table Ciqual 2020;Lieu jaune ou colin, cuit;Lieu jaune ou colin, cuit;425;100;425;100;74,1;24,4;24,4;;0,5;0;0;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;70,1;0,23;91,4;127;34,8;230;388;18,9;0,0065;0,2;0,042;0,46;22,1;150;21;;0,73;0,84;0,8;;1,09;0,015;0,033;1,09;0,25;0,072;33,7;0,94
VALUES;26211;CIQUAL;poissons cuits;Table Ciqual 2020;Saumon, cuit au micro-ondes, élevage;Saumon, cuit au micro-ondes, élevage;834;200;834;200;63;24,2;24,2;;11,4;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;0,098;39;;31,6;250;402;5;0,1;0,4;0,1;0,4;5;;15;;3,3;2,4;;;;0,21;0,054;7,6;1,45;0,71;19;
VALUES;26217;CIQUAL;poissons cuits;Table Ciqual 2020;Saumon, bouilli/cuit à l'eau, élevage;Saumon, bouilli/cuit à l'eau, élevage;805;193;805;193;63,4;25;25;;10,3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;0,084;33,6;;29,7;150;347;4,6;0,1;0,3;0,1;0,4;5;;14;;3,45;2,63;;;;0,25;0,056;6,25;1,5;0,58;28;
VALUES;26222;CIQUAL;poissons cuits;Table Ciqual 2020;Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four;Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four;512;121;512;121;71;22,9;22,9;;3,3;0;0;0;0;0;0;0,75;0,78;0,78;0,0012;0,0012;0,0012;0,0012;0,0046;0,13;0,43;0,13;0,28;0,028;0,0092;0,074;0,45;0,17;67;;;;;;;;;;;;50;;;;;;;;;;;;;;;
VALUES;26229;CIQUAL;poissons cuits;Table Ciqual 2020;Saumon, grillé/poêlé;Saumon, grillé/poêlé;933;223;933;223;60,1;25,5;25,5;;13,5;0;0;0;0;0;0;2,87;6,18;4,16;0;0;0;0;0;0,67;1,75;0,35;1,79;;;;0,78;1,5;71,8;0,11;44,2;86,2;31,7;263;414;8,4;0,05;0,43;0,05;0,48;11;13,5;17,5;;5,82;3,52;;;;0,23;0,086;8,15;1,7;0,34;18;3,4
VALUES;26230;CIQUAL;poissons cuits;Table Ciqual 2020;Saumon, élevage, rôti/cuit au four;Saumon, élevage, rôti/cuit au four;874;210;874;210;62,2;22,1;22,1;;13,5;0;0;0;0;0;0;2,5;4,43;4,43;;;;;;0,57;1,49;0,32;;;;;0,69;1,46;63;0,15;61;;30;252;384;15;0,016;0,34;0,049;0,43;;;;;;;;;3,7;0,3;0,11;8,05;1,49;0,39;21,1;2,65
VALUES;26232;CIQUAL;poissons cuits;Table Ciqual 2020;Hareng fumé, à l'huile;Hareng fumé, à l'huile;699;168;699;168;65,3;15,1;15,1;2;11;0;0;0;0;0;0;3,12;1,95;5,48;0,0051;0,0051;0,0051;0,0051;0,018;0,87;1,48;0,13;1,51;0,24;0,18;0,039;3,03;1,18;49,9;4,08;1630;3820;27,4;125;173;59,2;0,1;0,9;0,1;0,5;17;20;12;;14,5;0,96;;;;0,04;0,2;2,25;0,41;0,28;10;9,4
VALUES;26234;CIQUAL;poissons cuits;Table Ciqual 2020;Julienne ou Lingue, cuite;Julienne ou Lingue, cuite;447;105;447;105;73,9;24,5;24,5;;0,82;0;0;0;0;0;0;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;0,00018;64,9;0,21;84,3;117;31;180;330;13;0,01;0,14;0,02;0,62;60;49;21;;0,5;;0,8;;0;0,024;0,01;2,26;0,22;0,22;19,5;0,78
VALUES;26247;CIQUAL;poissons cuits;Table Ciqual 2020;Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur;Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur;722;173;722;173;68,8;17,3;17,3;;11,6;0;0;0;0;0;0;2,07;7,38;0,98;0,0052;0,0052;0,0052;0,0052;0,01;0,49;1,27;0,21;1,81;0,1;0,031;0,021;0,34;0,34;68,1;0,36;143;133;21;160;240;8,6;0,01;0,07;0,02;0,36;60;20;21;;4,36;;0,8;;;0,03;0,02;0,66;0,16;0,041;5;0,69
VALUES;26248;CIQUAL;poissons cuits;Table Ciqual 2020;Sole, poêlée;Sole, poêlée;410;96,7;410;96,7;75,6;23,6;23,6;;0,5;0;0;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;69,3;0,37;147;228;27;180;370;39;0,01;0,14;0,02;0,45;30;20;21;;0,47;0,5;0,8;;0,87;0,058;0,094;2,18;0,37;0,34;15;1,4
VALUES;26999;CIQUAL;poissons cuits;Table Ciqual 2020;Anguille, cuite (aliment moyen);Anguille, cuite (aliment moyen);888;213;888;213;60,7;22,1;22,1;0;13,8;0;0;0;0;0;0;3,15;7,8;1,51;;;;;;;;;;;;;0,2;0,37;;;;;;;;;0,04;;0,029;2,08;;8;;0;;;;;;;;;;;;
VALUES;27000;CIQUAL;poissons cuits;Table Ciqual 2020;Anguille, rôtie/cuite au four;Anguille, rôtie/cuite au four;955;229;955;229;59,3;23,6;23,6;;15;0;0;0;0;0;0;3,02;9,22;1,21;0;0;0;0;0;0,74;2,03;0,25;;;;;0,17;0,28;161;0,16;65;;26;277;349;26;0,04;0,64;0,029;2,08;;8;1140;0;;;;;1,8;0,18;0,051;4,49;0,28;0,077;17;2,89
VALUES;27001;CIQUAL;poissons cuits;Table Ciqual 2020;Anguille, bouillie/cuite à l'eau;Anguille, bouillie/cuite à l'eau;820;197;820;197;62;20,5;20,5;;12,7;0;0;0;0;0;0;3,28;6,38;1,8;;;;;;;;;;;;;0,24;0,47;;;;;;;;;0,04;;0,029;2,08;28;8;;0;;5,1;;;;;;;;;;
VALUES;27002;CIQUAL;poissons cuits;Table Ciqual 2020;Brochet, rôti/cuit au four;Brochet, rôti/cuit au four;425;100;425;100;74,7;23,1;23,1;;0,88;0;0;0;0;0;0;0,15;0,21;0,27;;;;;0,001;0,023;0,1;0,023;;;;;0,088;0,18;50;0,12;49;;40;282;331;73;0,28;0,71;0,058;0,77;;12;24;0;2,7;;;;3,8;0,067;0,077;2,8;0,81;0,14;16;2,15
VALUES;27004;CIQUAL;poissons cuits;Table Ciqual 2020;Carpe, rôtie/cuite au four;Carpe, rôtie/cuite au four;633;151;633;151;69,6;21,6;21,6;;7,17;0;0;0;0;0;0;1,27;2,74;1,69;;;;;;0,15;0,84;0,24;;;;;0,19;0,1;84;0,16;63;;38;531;427;52;0,23;1,59;0,12;1,58;20,2;6;10;0;3,25;;;;1,6;0,14;0,07;2,1;0,87;0,22;17;1,47
VALUES;27005;CIQUAL;poissons cuits;Table Ciqual 2020;Perche, rôtie/cuite au four;Perche, rôtie/cuite au four;503;119;503;119;73,7;22,1;22,1;;3,42;0;0;0;0;0;0;0,85;0,2;0,26;;;;;0,0024;0,073;0,51;0,19;0,2;0,023;0,021;0,039;0,036;0,14;82,4;0,096;38,3;;26;105;331;73;0,28;0,71;0,058;0,77;26;5;24;0;9;1,32;;;3,8;0,09;0,077;2,98;0,81;0,13;16;0,83
VALUES;27006;CIQUAL;poissons cuits;Table Ciqual 2020;Truite, rôtie/cuite au four;Truite, rôtie/cuite au four;766;183;766;183;63,4;26,6;26,6;;8,47;0;0;0;0;0;0;1,47;4,17;1,92;;;;;;0,24;1,05;0,19;;;;;0,28;0,66;74;0,17;67;;28;314;463;55;0,56;1,92;0,14;0,71;3;6;19;0;;;;;0,5;0,43;0,42;5,77;2,24;0,23;15;7,49
VALUES;27007;CIQUAL;poissons cuits;Table Ciqual 2020;Truite, cuite à la vapeur;Truite, cuite à la vapeur;419;99,4;419;99,4;75;19;19;;2,6;0;0;0;0;0;0;0,54;0,74;1,06;;;;;;;;;;;;;0,29;0,64;;;;;;;;;0,027;;0,03;0,56;3;6;;0;;;;;;;;;;;;
VALUES;27014;CIQUAL;poissons cuits;Table Ciqual 2020;Truite arc en ciel, élevage, rôtie/cuite au four;Truite arc en ciel, élevage, rôtie/cuite au four;600;143;600;143;71;21,5;21,5;;6,33;0;0;0;0;0;0;1,51;2,15;1,94;0;0;0;0;0,0058;0,21;0,91;0,1;1,91;0,78;0,2;0,021;0,3;0,65;56,9;0,13;53,3;65;28,3;263;391;60,5;0,027;0,35;0,03;0,59;2,85;9,5;9,5;0;15;1,9;0,1;;2,9;0,17;0,11;5,42;1,79;0,37;11;4,56
VALUES;27015;CIQUAL;poissons cuits;Table Ciqual 2020;Truite arc en ciel, élevage, cuite à la vapeur;Truite arc en ciel, élevage, cuite à la vapeur;493;117;493;117;75;20;20;;4,14;0;0;0;0;0;0;0,86;1,4;1,46;;;;;;;;;;;;;0,17;0,68;;;;;;;;;0,027;;0,03;0,56;3;8;;0;;;;;;;;;;;;
VALUES;27018;CIQUAL;poissons cuits;Table Ciqual 2020;Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit;Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit;335;79;335;79;80,6;17,5;17,5;;1;0;0;0;0;0;0;0,51;0,36;0,07;0,01;0,01;0,01;0,036;0,046;0,055;0,31;0,064;0,31;0,07;0,01;0,01;0,01;0,01;40,8;0,58;233;176;18;130;200;7,5;0,01;0,09;0,02;0,3;20;20;21;;0,25;0,28;0,8;;0,5;0,015;0,01;1,44;2,35;0,13;11,1;0,89
VALUES;27029;CIQUAL;poissons cuits;Table Ciqual 2020;Truite d'élevage, fumée;Truite d'élevage, fumée;753;180;753;180;61,7;23,4;23,4;0,69;9,27;0;0;0;0;0;0;1,71;3,01;2,36;0,0041;0,0041;0,0041;0,0041;0,0019;0,3;1;0,33;1,71;0,54;0,19;0,04;0,38;0,61;47,9;3,18;1270;2460;31,4;227;412;2,7;0,1;0,4;0,1;0,4;23;40;51;0;5,2;2,3;;;0;0,21;0,081;7,1;2,05;0,67;26;3,2
VALUES;27030;CIQUAL;poissons cuits;Table Ciqual 2020;Bar commun ou loup, rôti/cuit au four;Bar commun ou loup, rôti/cuit au four;617;147;617;147;69,1;22,2;22,2;;6,51;0;0;0;0;0;0;1,27;2,36;2,14;0,0029;0,0029;0,0029;0,0029;0,003;0,16;0,85;0,19;1,45;0,56;0,15;0,042;0,35;0,5;63,3;0,17;68,8;119;30,3;183;410;11;0,01;0,28;0,05;0,42;50;13,4;21;;4,15;0,97;0,8;;;0,17;0,08;3,49;0,53;0,26;12,6;3,7
VALUES;27031;CIQUAL;poissons cuits;Table Ciqual 2020;Dorade (Daurade) royale, cuite au four;Dorade (Daurade) royale, cuite au four;620;148;620;148;68,8;23,6;23,6;;5,9;0;0;0;0;0;0;1,3;2,4;1,79;0,01;0,01;0,01;0,01;0,01;0,2;0,87;0,18;1,59;0,74;0,16;0,03;0,18;0,42;72,4;0,18;71;132;29;230;420;13;0,01;0,2;0,02;0,48;20;20;21;;5,71;0,65;1,18;;0,59;0,015;0,01;6,41;0,4;0,26;17,2;2,37
VALUES;26001;CIQUAL;poissons crus;Table Ciqual 2020;Bar rayé ou bar d'Amérique, cru;Bar rayé ou bar d'Amérique, cru;477;113;477;113;74,6;20,3;20,3;;3,58;0;0;0;0;0;0;0,76;1,31;1,07;0;0;0;0;0;0,08;0,58;0,1;;;;;0,24;0,47;78,3;0,19;76,3;;36;218;356;66;0,68;1,41;0,081;0,63;;60;30,7;;;;;;2,05;0,087;0,065;1,62;0,79;0,19;13,7;2,71
VALUES;26006;CIQUAL;poissons crus;Table Ciqual 2020;Lieu ou colin d'Alaska, cru;Lieu ou colin d'Alaska, cru;300;70,8;300;70,8;81,2;16,3;16,3;;0,61;0;0;0,17;0;0;0;0,015;0,008;0,028;0,0001;0,0001;0,0001;0,0001;0,0001;0,0005;0,0095;0,0025;0,0035;0,004;0,00004;0,00004;0,0048;0,019;48,4;0,48;190;297;36,9;160;296;12,8;0,014;0,4;0,039;0,41;15,7;78,2;4;0;1,1;0,36;0,1;;;0,07;0,07;1,1;0,16;0,14;3;2,3
VALUES;26009;CIQUAL;poissons crus;Table Ciqual 2020;Flétan de l'Atlantique ou flétan blanc, cru;Flétan de l'Atlantique ou flétan blanc, cru;409;96,5;409;96,5;76,8;21,2;21,2;;1,31;0;0;0;0;0;0;0,21;0,45;0,51;;;;;;0,038;0,14;0,033;0,32;0,018;0,039;0,095;0,13;0,23;43,7;0,15;59;;23;221;424;15;0,01;0,65;0,2;0,45;;12,6;40;0;;0,64;;;0;0,05;0,063;4,9;0,28;0,38;12;0,96
VALUES;26011;CIQUAL;poissons crus;Table Ciqual 2020;Hareng, cru;Hareng, cru;734;176;734;176;71,5;17,7;17,7;;11,7;0;0;0;0;0;0;2,82;5,59;2,43;0;0;0;0,0048;0,011;0,93;1,69;0,18;1,23;0,24;0,15;;0,65;1,1;55,6;0,22;89,2;331;27;235;342;61,6;0,027;1,21;0,15;0,79;31,2;54,1;38,1;0;10,7;1,21;0,45;0,21;0,75;0,035;0,24;3,95;0,84;0,38;9,4;11,5
VALUES;26018;CIQUAL;poissons crus;Table Ciqual 2020;Lotte ou baudroie, crue;Lotte ou baudroie, crue;285;67,2;285;67,2;82,6;15,1;15,1;;0,74;0;0;0,2;0;0;0;0,2;0,15;0,36;;;;;0;0;0,063;0,026;;0,0068;0,004;0,007;0,053;0,12;25;0,19;77,8;370;20,7;241;296;18,2;0,022;0,3;0,027;0,55;34,5;32,2;6;;1,43;0;;;0,67;0,027;0,06;2,1;0,15;0,24;7;0,9
VALUES;26036;CIQUAL;poissons crus;Table Ciqual 2020;Saumon, cru, élevage;Saumon, cru, élevage;807;194;807;194;66,5;20,5;20,5;;12,4;0;0;0,25;0;0;0;2,15;4,9;4,17;0;0;0;0;0,008;0,4;1,25;0,31;2,56;1,15;0,32;0,018;0,62;0,88;53,6;0,16;45,4;73,2;27,4;181;358;5,84;0,1;0,48;0,1;0,36;16,5;8,21;4,27;0,008;3,69;1,89;0,3;0,5;1,8;0,21;0,076;8,25;0,95;0,58;20,8;3,95
VALUES;26042;CIQUAL;poissons crus;Table Ciqual 2020;Turbot sauvage, cru;Turbot sauvage, cru;386;91,5;386;91,5;78,1;17,2;17,2;;2,54;0;0;0;0;0;0;0,71;0,56;0,67;;;;;;;;;;;;;;;48;0,24;95,3;140;49;176;253;38,7;0,017;0,45;0,039;0,21;47,3;35;11;;;0;;;0,85;0,055;0,1;2,13;0,57;0,21;8;2,07
VALUES;26043;CIQUAL;poissons crus;Table Ciqual 2020;Cabillaud, cru;Cabillaud, cru;329;77,6;329;77,6;79,8;18,1;18,1;;0,57;0;0;0,2;0;0;0;0,1;0,068;0,22;0;0;0;0;0;0,0024;0,072;0,019;0,03;0,003;0,001;;0,05;0,13;43,9;0,23;65,2;110;25,6;163;357;4,43;0,1;0,49;0,1;0,39;136;101;2;0;1,41;0,51;0,1;;1;0,04;0,049;2,18;0,14;0,16;21,2;1,32
VALUES;26044;CIQUAL;poissons crus;Table Ciqual 2020;Merlu, cru;Merlu, cru;349;82,6;349;82,6;80;17,6;17,6;;1,35;0;0;0;0;0;0;0,22;0,42;0,31;;;;;;0,011;0,17;0,034;;0,0056;0,0027;0,012;0,074;0,21;31,4;0,22;98,6;83;22,9;160;332;25,3;0,035;1;0,082;0,64;31,2;37,6;;0;2,15;0,25;0;;;0,08;0,17;1,7;0;0,18;9;1
VALUES;26047;CIQUAL;poissons crus;Table Ciqual 2020;Lieu noir, surgelé, cru;Lieu noir, surgelé, cru;350;82,4;350;82,4;78,3;19,8;19,8;;0,37;0;0;0;0;0;0;0,074;0,066;0,11;;;;;0;0,0041;0,051;0,016;0,037;0,003;0,0012;;0,023;;71;0,2;80,9;;21,4;107;255;19,4;0,037;0,48;0,03;0,35;19,8;73;6;;0,89;0,36;0;;0;0,05;0,1;1,6;;0,12;10;2,79
VALUES;26048;CIQUAL;poissons crus;Table Ciqual 2020;Merlu, filet, surgelé, cru;Merlu, filet, surgelé, cru;346;82;346;82;80,1;15,1;15,1;;2,4;0;0;0;0;0;0;0,6;;;;;;;;;;;;;;;;;;0,53;262;;36,8;39,2;57,9;12,5;;0,16;0,03;0,13;32,7;20,3;;;;;;;;;;;;;;
VALUES;26051;CIQUAL;poissons crus;Table Ciqual 2020;Maquereau, cru;Maquereau, cru;808;194;808;194;66,4;18,1;18,1;;13,5;0;0;0;0;0;0;3,22;4,03;3,91;0;0;0;0;0,004;0,46;2,14;0,46;1,86;0,13;0,12;0,12;0,91;1,56;49,7;0,16;64;82;28,4;190;340;4,92;0,1;0,48;0,1;0,6;37,6;87,2;56,6;0;6,44;1,08;3,6;0,4;0,2;0,086;0,19;9,13;0,32;0,53;8,16;4,9
VALUES;26052;CIQUAL;poissons crus;Table Ciqual 2020;Raie, crue;Raie, crue;382;89,9;382;89,9;76,8;21,4;21,4;;0,47;0;0;0;0;0;0;0,12;0,074;0,16;;;;;0;0,0014;0,084;0,025;0,034;0,003;0,001;;0,011;0,11;45,6;0,35;139;210;23,1;136;279;11,8;0,1;0,23;0,1;0,41;27,8;23,6;1,2;0;0,36;0,31;;;0;0,04;0,05;3,44;0,15;0,19;5;1,13
VALUES;26053;CIQUAL;poissons crus;Table Ciqual 2020;Thon, cru;Thon, cru;607;144;607;144;66,6;24;24;;5,38;0;0;0;0;0;0;1,19;1,16;1,61;;;;;0;0,1;0,75;0,34;1,16;;0,004;;0,34;1,08;34;0,12;49;0;34,9;229;429;17,7;0,023;1,77;0,13;0,55;97,1;26,9;265;0;7,8;1,2;;;1,37;0,13;0,12;11;0,66;0,54;13,6;3,79
VALUES;26055;CIQUAL;poissons crus;Table Ciqual 2020;Carrelet ou plie, cru;Carrelet ou plie, cru;375;88,6;375;88,6;77,7;20;20;;0,94;0;0;0;0;0;0;0,2;0,21;0,25;0;0;0;0,003;0,001;0,023;0,13;0,029;0,071;0,0036;0,0016;0,005;0,091;0,077;44,5;0,2;79,5;;28,5;174;352;127;0,1;0,21;0,1;0,49;31,4;191;2;0;1,11;0,72;0,15;2,2;1,5;0,42;0,096;4,32;1,29;0,25;9,5;0,64
