COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;bcpg:suppliers;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Alcool (éthanol);Polyols totaux;Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n9), oléique;AG 18:2 9c,12c (n6), linoléique;AG 18:3 c9,c12,c15 (n3), alphalinolénique;AG 20:4 5c,8c,11c,14c (n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n3), DHA;Cholestérol;Sel;Sodium;Chlorure;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alphatocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;13432;CIQUAL;fruits;Table Ciqual 2020;Orange amère, pulpe, crue, prélevée à la Martinique;Orange amère, pulpe, crue, prélevée à la Martinique;0;;0;;91,6;0,73;0,73;;0,43;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,5;;;;;;;
VALUES;13433;CIQUAL;fruits;Table Ciqual 2020;Pastèque, pulpe, crue, prélevée à la Martinique;Pastèque, pulpe, crue, prélevée à la Martinique;0;;0;;91,5;0,77;0,77;;0,26;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,87;;;;;;;
VALUES;13434;CIQUAL;fruits;Table Ciqual 2020;Pomme cajou, pulpe, crue, prélevée à la Martinique;Pomme cajou, pulpe, crue, prélevée à la Martinique;0;;0;;88,5;0,79;0,79;;0,11;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;556;;;;;;;
VALUES;13435;CIQUAL;fruits;Table Ciqual 2020;Pomme cannelle,  pulpe, crue, prélevée à la Martinique;Pomme cannelle,  pulpe, crue, prélevée à la Martinique;0;;0;;67,2;1,48;1,48;;0,57;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,5;;;;;;;
VALUES;13436;CIQUAL;fruits;Table Ciqual 2020;Pomme d'eau ou pomme malaca, pulpe, crue, prélevée à la Martinique;Pomme d'eau ou pomme malaca, pulpe, crue, prélevée à la Martinique;0;;0;;91,1;0,44;0,44;;0,023;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,33;;;;;;;
VALUES;13437;CIQUAL;fruits;Table Ciqual 2020;Pomme liane, pulpe, crue, prélevée à la Martinique;Pomme liane, pulpe, crue, prélevée à la Martinique;0;;0;;82,6;0,88;0,88;;0,22;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,4;;;;;;;
VALUES;13438;CIQUAL;fruits;Table Ciqual 2020;Prune de cythère, mûre, fruit entier, crue, prélevée à la Martinique;Prune de cythère, mûre, fruit entier, crue, prélevée à la Martinique;0;;0;;86,5;0,54;0,54;;0,03;;3,6;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;
VALUES;13439;CIQUAL;fruits;Table Ciqual 2020;Prune de cythère, verte ou immature, fruit entier, crue, prélevée à la Martinique;Prune de cythère, verte ou immature, fruit entier, crue, prélevée à la Martinique;0;;0;;89,6;0,6;0,6;;0,07;;3;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,9;;;;;;;
VALUES;13440;CIQUAL;fruits;Table Ciqual 2020;Jacques, pulpe, cru, prélevé à la Martinique;Jacques, pulpe, cru, prélevé à la Martinique;0;;0;;69,9;1,98;1,98;;0,21;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,6;;;;;;;
VALUES;13200;CIQUAL;fruits;Table Ciqual 2020;Mangue José, pulpe, crue, prélevée à La Réunion (Mangifera indica L.);Mangue José, pulpe, crue, prélevée à La Réunion (Mangifera indica L.);376;88,8;376;88,8;77,1;0,75;0,75;19,3;0,5;18,4;0,5;1,8;0;;0,17;0,18;0,25;0,05;0,01;0,01;0,01;0,01;0,01;0,01;0,13;0,03;0,11;0,02;0,03;0,01;0,01;0,01;;0,013;5;20;14;13;150;14;0,07;0,12;0,08;0,08;20;20;;2010;;1,96;1,58;;2,9;0,033;0,015;0,74;0,2;0,13;9,95;
VALUES;13201;CIQUAL;fruits;Table Ciqual 2020;Ananas Victoria ou ananas Queen Victoria, pulpe crue, prélevé à La Réunion Ananas comosus (L.) merr var. Queen);Ananas Victoria ou ananas Queen Victoria, pulpe crue, prélevé à La Réunion Ananas comosus (L.) merr var. Queen);304;71,8;304;71,8;81,3;0,94;0,94;15,1;0,3;14,9;0,35;2,4;0;;0,54;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;;0,013;5;20;15;9,6;130;6,3;0,2;0,17;0,07;0,11;20;20;;21,2;;0,08;0,8;;18,3;0,084;0,022;0,23;0,19;0,055;25,4;
VALUES;13202;CIQUAL;fruits;Table Ciqual 2020;Papaye Colombo (fruit mûr), pulpe sans pépin, crue, prélevée à La Réunion (Carica papaya L.);Papaye Colombo (fruit mûr), pulpe sans pépin, crue, prélevée à La Réunion (Carica papaya L.);169;40;169;40;88,6;0,56;0,56;7,88;0,3;7,7;0,35;2,2;0;;0,17;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;;0,013;5;53,2;12;11;240;18;0,01;0,16;0,03;0,09;20;20;;1230;;0,22;0,8;;68;0,015;0,01;0,32;0,26;0,01;50,1;
VALUES;9570;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Farine de châtaigne;Farine de châtaigne;0;;0;;5,52;5,69;6,1;70,4;3,43;;46,9;12,6;0;;0;0,52;0,97;;;;;;;0,0055;0,44;0,037;0,97;1,03;0,12;;;;;;;;67,9;;;61,6;3,2;0,1;0,5;1,1;;;;;;;;;16;;;2,1;1,53;0,58;215;
VALUES;15000;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Amande (avec peau);Amande (avec peau);0;;0;;4,8;18,8;22,6;9,51;51,3;4,2;0,35;12,5;0;;0;4,11;34,4;10,5;0,01;0,01;0,01;0,01;0,01;0,03;3,16;0,87;33,3;10,5;0,01;0,01;0,01;0,01;0;0,013;5;20;270;510;800;260;1,9;3,4;0,96;3,5;20;20;0;7,33;0,25;22,3;0,8;;0,5;0,15;0,29;1,97;0,62;0,07;120;0
VALUES;15001;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Cacahuète ou Arachide;Cacahuète ou Arachide;0;;0;;2,2;22,8;26,1;14,8;49,1;5,9;5;8,6;0;;0;8,4;25,5;12,9;0,01;0,01;0,01;0,01;0,01;0,04;4,54;1,34;24,7;12,9;0,04;0,01;0,01;0,01;0;0,022;8,6;23,6;190;400;700;57;1,4;1,6;0,46;3;30;20;0;5;0;2,46;0,8;;0,5;0,43;0,024;10,6;1,76;0,4;89,3;0
VALUES;15002;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Cacahuète, grillée, salée;Cacahuète, grillée, salée;0;;0;;1,22;22,9;26,2;15;50;4,22;8,87;8,04;0;;0;8,64;24,7;12,4;0;0;0;0,038;0,038;0,036;5;1,12;23,8;11;0,038;0;0;0;0;1,33;531;304;169;244;531;47,4;1,19;1,2;0,68;2,92;4,8;5,7;0;0;0;2,5;0;;0,5;0,14;0,069;12,4;1,17;0,43;66,6;0
VALUES;15004;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noisette;Noisette;0;;0;;7,3;14,4;17;7,16;56,9;4,9;0,35;11,6;0;;0;4,75;44,2;5,4;0,01;0,01;0,01;0,01;0,01;0,03;3,19;1,43;43,4;5,35;0,05;0,01;0,01;0,01;0;0,013;5;30,8;160;340;860;120;3,3;3;1,7;2,3;20;20;0;15,9;0,25;16,3;0,8;;0,5;0,35;0,088;0,71;1,64;0,21;65,2;0
VALUES;15005;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix, séchée, cerneaux;Noix, séchée, cerneaux;0;;0;;4;13,3;15,7;6,88;67,3;3;0,35;6,7;0;;;6,45;14,1;43,6;0,01;0,01;0,01;0,01;0,01;0,04;4,66;1,64;13,4;36,1;7,5;0,01;0,01;0,01;0;0,13;5;35,1;140;360;430;75;2,9;2,2;1,1;2,7;20;20;0;20,7;0,25;1,67;2,4;;0,77;0,3;0,05;0,4;0,67;0,19;120;0,08
VALUES;15006;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix de coco, amande mûre, fraîche;Noix de coco, amande mûre, fraîche;0;;0;;47;3,33;3,93;6,22;33,5;6,22;0;9;0;;0;29,7;1,43;0,37;0;0,19;2,35;;14,9;3,87;2,84;1,73;;;;;0;0;0;0,05;20;;32;113;356;14;1,5;2,43;0,44;1,1;;1,2;0;0;0;0,24;0,2;;3,3;0,066;0,02;0,54;0,3;0,054;26;
VALUES;15007;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix de coco, amande, sèche;Noix de coco, amande, sèche;0;;0;;2,65;6,62;7,8;8,55;66,3;6,64;;14;0;;0;57,7;3,3;0,73;0,0033;0,4;5,01;3,93;29,3;10,8;5,33;2,22;3,3;0,71;0,005;0;0;0,0033;0;0,064;26,6;;90;197;647;18,4;2,75;3,46;0,67;1,26;6,8;0,3;0;0;0;0,44;0,3;;1,5;0,048;0,07;0,6;0,5;0,17;16,5;0
VALUES;15008;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix du Brésil;Noix du Brésil;0;;0;;3,01;14,8;16,9;6,17;66,1;2,33;0,25;6,4;0;;0;16;21,8;25,5;0;0;0;0;0;0,046;9,25;6,16;19,5;25,2;0,059;;0;0;0;0,0075;3;;367;658;591;150;2;2,47;1,75;4,13;103;0,05;0;0;0;5,33;0;;0,7;0,87;0,035;0,25;0,21;0,1;13;0
VALUES;15009;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Pistache, grillée, salée;Pistache, grillée, salée;0;;0;;2,09;18,9;22,3;15,9;49,5;7,57;3,23;9,32;0;;0;6,58;24,9;14,6;0;0;0;0;0;0,032;5,07;0,67;24,9;14,2;0,23;;0;0;0;1,67;664;728;105;437;655;98,5;0,65;2,4;1,1;2,3;5;6,2;0;156;0;1,09;13,2;;0,5;0,67;0,17;1,2;0,43;1,41;94,2;0
VALUES;15010;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Sésame, graine;Sésame, graine;0;;0;;3,48;17,6;20,8;9,85;49,7;0,3;0,4;14,9;0;;0;7,09;18,8;21,8;0;0;0;0;0;0,085;4,22;2,78;18,7;21,2;0,26;0;0;0;0;0,1;2,31;;324;605;468;962;1,24;14,6;1,58;5,74;26,5;5;0;5;0;0,25;0;;0;0,79;0,25;4,52;0,05;0,79;97;0
VALUES;15011;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Tournesol, graine;Tournesol, graine;0;;0;;3,38;21,3;25,1;10,1;55,5;2,62;3,8;6,4;0;;0;6,23;10,9;35,6;0;0;0;0;0;0,039;2,66;2,53;;27,8;0,16;;0,014;0;0;0,014;5,5;;364;477;578;86,5;1,95;4,9;1,5;3,8;8,41;5;0;30;0;42,3;0;;1,4;1,98;0,16;4,8;0,83;1,24;254;0
VALUES;15013;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Crème de marrons;Crème de marrons;0;;0;;33,3;1,28;1,51;55;0,67;;11,5;1,3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,3;;;;;;;
VALUES;15014;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix de coco, amande immature, fraîche;Noix de coco, amande immature, fraîche;0;;0;;47;3,33;3,93;6,22;33,5;6,22;;9;0;;0;29,7;1,43;0,37;0;0,19;2,35;1,86;14,9;5,87;2,84;1,73;;;;;0;0;0;0,05;20;;32;113;356;14;1,5;2,43;0,44;1,1;;;0;0;0;0,24;0,2;;3,3;0,066;0,02;0,54;0,3;0,054;26;0
VALUES;15016;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Crème de marrons vanillée, appertisée;Crème de marrons vanillée, appertisée;0;;0;;34,6;0,96;1,13;59,8;0,7;43;16,8;3,2;0;0;;0;;;;;;;;;;;;;;;;;;0,01;10;;12,2;;174;11,3;0,24;1,7;0,08;0,3;1;0,4;;0;;;;;2,27;;;;;;30;
VALUES;15018;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Mélange apéritif de graines salées et raisins secs;Mélange apéritif de graines salées et raisins secs;2330;560;2330;560;5,3;16,6;19,6;27,1;39,6;21,6;3,7;8,4;0;0,5;0,17;4,98;27,8;5,03;0,01;0,01;0,01;0,01;0,01;0,02;2,48;1,15;26,8;5;0,03;0,01;0,01;0,01;;0,42;169;285;160;340;700;72;1,4;2,1;0,82;2,3;20;20;;5;0,25;8,47;5,47;;0,5;0,062;0,044;4,08;1,1;0,17;49,5;
VALUES;15019;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix de cajou, grillée, salée;Noix de cajou, grillée, salée;0;;0;;1,51;15,2;18;26,7;49,5;8,01;17,7;3,85;0;;0;10,5;27,4;8,86;0,009;0;0,045;0,045;0,21;0,082;4,69;3,42;27,2;8,71;0,1;0;0;0;0;1,15;455;364;223;452;546;40,3;1,1;3,9;2;5,4;5;6,2;0;0;0;0,75;34,7;;0,5;0,36;0,15;1,14;0,49;0,38;51,4;0
VALUES;15020;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Châtaigne, bouillie/cuite à l'eau;Châtaigne, bouillie/cuite à l'eau;0;;0;;68,2;2;2,36;23;1,38;;22,8;4,5;0;;0;0,26;0,48;0,55;;;;;;0,006;0,23;0,013;;;;;;;0;0,068;27;;54;99;715;46;0,85;1,73;0,47;0,25;2,2;0,1;0;10;0;1;;;26,7;0,15;0,1;0,73;0,32;0,23;38;0
VALUES;15021;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Châtaigne, grillée;Châtaigne, grillée;0;;0;;40,5;3,17;3,74;47,9;2,2;10,6;32;5,1;0;;0;0,41;0,76;0,87;0;0;0;0;0;0,01;0,37;0,021;;;;;0;0;0;0,005;2;;33;107;592;29;1,18;0,91;0,51;0,57;;0,12;0;14;0;0,5;7,8;;26;0,24;0,18;1,34;0,55;0,5;70;0
VALUES;15023;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix, fraîche;Noix, fraîche;0;;0;;41,9;11;12,9;9,94;31,8;1,3;0,35;3,9;0;;0;2,93;4,1;23,3;0,01;0,01;0,01;0,01;0,01;0,02;2,07;0,79;3,79;19,5;3,77;0,01;0,01;0,01;0;0,013;5;28,3;120;260;390;94;2,7;1,5;0,93;2,2;20;20;0;52;0,25;1,6;2,04;;0,5;0,21;0,12;0,38;1,06;0,16;108;0
VALUES;15024;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Châtaigne, crue;Châtaigne, crue;0;;0;;51;1,81;2,13;36,5;2,23;7,86;28,6;7,45;0;;0;0,37;0,75;0,83;0;0;0;0;0;0,0075;0,34;0,02;0,75;0,74;0,083;0;0;0;0;0,0081;3,25;;34,5;69,8;550;27;2,16;0,94;0,33;0,51;0,9;0,1;0;0;0;0,5;;;41,6;0,22;0,1;1,47;0,48;0,35;60;0
VALUES;15025;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Pignon de pin;Pignon de pin;0;;0;;2,45;13,7;16,2;6,31;65;5,21;1,1;10;0;;0;5,53;19,9;33;0;0;0;0;0;0,02;3,23;1,4;18,3;30,4;0,15;0;0;0;0;0,023;9;61;227;527;662;6,2;8,2;4,6;1,2;5,6;5;11,2;0;17;0;8,47;53,9;;0,5;0,57;0,11;3,29;0,26;0,14;80,2;0
VALUES;15026;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix de pécan;Noix de pécan;0;;0;;2,57;9,57;11,3;5,43;72,6;3,64;0,46;8,33;0;;0;6,62;40,6;23,1;0;0;0;0;0;0;4,44;1,77;40,6;22,1;1,01;0;0;0;0;0,0025;1;;123;277;409;69,8;4,27;2,57;1,2;4,61;5,2;2;0;29;0;1,4;3,5;;0,97;0,59;0,12;1,17;0,82;0,2;19,8;0
VALUES;15027;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix de macadamia;Noix de macadamia;0;;0;;1,36;7,91;9,33;5,22;75,8;4,24;0,98;8,6;0;;0;11,8;58,8;1,48;0;0;0;0;0,076;0,66;6,04;2,33;;;;;0;0;0;0,013;5;;130;188;368;85;4,13;3,69;0,76;1,3;;2;0;;0;0,54;;;1,2;1,2;0,16;2,47;0,76;0,28;11;0
VALUES;15028;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Cucurbitacées, graine;Cucurbitacées, graine;0;;0;;5,23;30,2;35,6;4,71;49,1;1,4;1,47;6;0;;0;8,66;16,2;21;0;0,001;0;0,003;0,006;0,059;5,36;2,87;16,1;20,7;0,12;;0;0;0;0,018;7;;592;1230;809;46;4,54;8,82;1,34;7,81;;;0;9;0;2,18;7,3;;1,9;0,27;0,15;4,99;0,75;0,14;58;0
VALUES;15029;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Luzerne, graine germée;Luzerne, graine germée;0;;0;;92,8;3,28;3,87;0,91;0,7;0,2;;1,9;0;;0;0,069;0,056;0,41;0;0;0;0;0;0,002;0,059;0,008;0,056;0,23;0,18;0;0;0;0;0,015;6;;27;70;79;32;0,19;0,96;0,16;0,92;;;0;87;0;0,02;30,5;;8,2;0,076;0,13;0,48;0,56;0,034;36;0
VALUES;15032;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Luzerne, graine;Luzerne, graine;0;;0;;7,4;29,7;35;39,3;12,6;;;7,9;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;136;;12,9;;6,9;90;;;;;;;;26;1,08;0,58;1,8;;;;
VALUES;15033;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noisette grillée;Noisette grillée;0;;0;;2,52;14,4;17;5,21;66;4,26;0,96;9,4;0;;0;4,51;46,6;8,46;;;0;0;0;0;3,18;1,27;;;;;0;0;0;;;3,08;173;310;755;123;5,55;4,38;1,75;2,5;;;0;36;0;15,3;;;3,8;0,34;0,12;2,05;0,92;0,62;88;0
VALUES;15034;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Lin, graine;Lin, graine;0;;0;;5,93;20,2;23,9;6,6;36,6;1,55;0;27,3;0;;0;3,17;6,51;24,9;0;0;0;0;0;0,007;1,87;1,15;5,37;4,31;16,7;0;0;0;0;0,051;20,5;;372;595;641;228;2,48;10,2;1,22;6,05;28;0,5;0;0;0;0,31;4,3;;0,6;1,22;0,2;3,08;0,99;0,63;93,7;0
VALUES;15035;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Sésame, graine décortiquée;Sésame, graine décortiquée;0;;0;;3,58;21,1;24,9;4,5;56,1;0,48;;11,9;0;;0;8,1;21,6;23,9;0;0;0;0;0;0,13;4,92;2,73;19;21,9;0,39;0;0;0;0;0,073;29;;348;703;419;62,4;1,95;6,36;1,4;7,24;24,4;0,2;0;40;0;1,68;0;;0;0,75;0,17;5,16;0,17;0,6;106;0
VALUES;15037;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Cacahuète, grillée à sec, salée;Cacahuète, grillée à sec, salée;0;;0;;2;21,6;24,8;18,2;47,7;3,7;12,1;7,4;0;;0;7;33,5;5,12;;;;;;;;;;5,07;0,044;;;;1,77;1,8;700;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;15038;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Sésame, grillé, graine décortiquée;Sésame, grillé, graine décortiquée;0;;0;;5;17;20;9,14;48;0,48;;16,9;0;;0;6,72;18,1;21;0;0;0;0;0;0,12;4,29;2,02;;;;;0;0;0;0,098;39;;346;774;406;131;1,43;7,78;1,46;10,2;;;0;40;0;0,25;0;;0;1,21;0,47;5,44;0,68;0,15;96;0
VALUES;15039;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Châtaigne ou Marron, appertisé;Châtaigne ou Marron, appertisé;0;;0;;62,7;1,96;2,31;28,8;1,4;3,9;17,4;4;0;;0;0,4;;;;;;;;;;;;;;;;;0,2;0,13;52,1;4,5;24,1;51;359;21,1;;1;;;;;;;;0,1;;;;0,05;0,07;1,5;0,44;0,22;58;
VALUES;15041;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Amande, mondée, émondée ou blanchie;Amande, mondée, émondée ou blanchie;0;;0;;4,51;21,4;25,8;8,76;52,5;4,63;1;9,9;0;;0;3,95;33,4;12,4;0;0;0;0;0;0;3,27;0,67;;;;;0;0;0;0,048;19;;268;481;659;236;1,84;3,28;1,03;2,97;;;0;4;0;23,8;0;;0;0,19;0,71;3,5;0,31;0,12;49;0
VALUES;15042;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Amande, grillée, salée;Amande, grillée, salée;0;;0;;2,41;21,1;24,1;8,72;53,9;4,86;0,73;10,9;0;;0;4,09;33,1;13;0;0;0;0;0;0,019;3,35;0,7;32,7;12,9;0,006;;0;0;0;1,25;498;;279;471;713;268;2,23;3,73;1,1;3,31;;;0;1;0;23,9;0;;0;0,077;1,2;3,64;0,32;0,14;55;0
VALUES;15043;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix de macadamia, grillée, salée;Noix de macadamia, grillée, salée;0;;0;;1,61;7,04;8,3;9,95;70,2;4,4;4,2;9,5;0;;0;11;54,7;1,38;0;0;0;0;0,075;0,67;5,93;2,28;;;;;0;0;0;0,9;360;;118;198;363;70;3,04;2,65;0,57;1,29;;;0;0;0;0,57;0;;0,7;0,71;0,087;2,27;0,6;0,36;10;0
VALUES;15044;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Pistache, grillée;Pistache, grillée;0;;0;;2,43;18,4;21,7;18,6;47,4;7,74;1,38;10,1;0;;0;5,52;23,8;13,5;0;0;0;0;0;0,018;4,86;0,49;23,1;13,3;0,26;0;0;0;0;0,015;6;;115;478;1020;108;1,24;4,1;1,3;2,3;4,7;;0;156;0;2,42;13,2;;3,33;0,78;0,2;1,37;0,51;1,3;50,8;0
VALUES;15045;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Tournesol, graine, grillé, salé;Tournesol, graine, grillé, salé;0;;0;;1,2;19,3;22,8;15,1;49,8;2,73;;9;0;;0;5,22;9,51;32,9;0;0;0;0;0;0,051;2,81;2,21;;;;;0;0;0;1,64;655;;129;1160;850;70;2,11;3,8;1,83;5,29;;;0;5;0;26,1;2,7;;1,4;0,11;0,25;7,04;7,04;0,8;237;0
VALUES;15046;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix de pécan, salées;Noix de pécan, salées;0;;0;;;10,2;12;5;73;4,9;0,1;3;0;;0;7,1;;;;;;;;;;;;;;;;;;1;400;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;15047;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Chia, graine, séchée;Chia, graine, séchée;0;;0;;5,8;16,5;19,5;7,72;30,7;;;34,4;0;;0;3,33;2,31;23,7;;;;;;0,03;2,17;0,91;;5,84;17,8;;;;0;0,04;16;;335;860;407;631;2,72;7,72;0,92;4,58;;;;;;0,5;;;1,6;0,62;0,17;8,83;;;49;0
VALUES;15048;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Mélange apéritif de graines (non salées) et fruits séchés;Mélange apéritif de graines (non salées) et fruits séchés;0;;0;;25,6;8,29;9,78;32,2;26,3;7;16,4;6,36;0;;0;5,07;14,5;4,5;;;;;;;;;;;;;;;;0,3;117;;120;;712;88;;4;;2;;;;;;;;;;;;;;;;
VALUES;15049;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Mélange apéritif de graines (non salées) et raisins secs;Mélange apéritif de graines (non salées) et raisins secs;2250;541;2250;541;6,1;12,5;14,8;31,8;37,2;29,4;2,2;9,6;0;;0,31;4,96;24;6,64;0,01;0,01;0,01;0,01;0,01;0,02;2,77;1,45;23,4;6,61;0,03;0,01;0,01;0,01;12;0,018;7;20;160;320;750;90;2;3,1;1;2,4;20;5;0;10,5;0,25;8,88;8,8;;0,5;0,15;0,036;2,35;0,94;0,092;34,4;0
VALUES;15050;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noisette grillée, salée;Noisette grillée, salée;0;;0;;;13,4;15,8;7,67;61,2;2,91;4,76;9,43;0;;0;6,43;;;;;;;;;;;;;;;;;;0,83;333;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;15052;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Lin, brun, graine;Lin, brun, graine;0;;0;;5,8;18;21,3;3,56;42,2;1,4;0,35;26,9;0;;0;4,61;8,31;27,2;0,01;0,01;0,01;0,01;0,01;0,03;2,29;2,08;7,97;6,16;21;0,01;0,01;0,01;;0,095;38;100;300;560;750;210;2;5,7;1,3;5,1;20;20;;5;0,25;0,5;4,55;;;0,47;0,01;0,1;0,81;0,17;71,6;
VALUES;15053;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Cacahuète, grillée, sans sel ajouté;Cacahuète, grillée, sans sel ajouté;0;;0;;1,81;23,4;26,8;11,3;51,9;2,54;8,72;8,67;0;;0;7,93;26,2;9,77;0;0;0;0;0;0,016;3,98;1,2;25,4;9,69;0,025;;0;0;0;0,018;8;;178;363;634;58;1,79;1,58;0,43;2,77;;;0;0;0;4,93;0;;0;0,15;0,2;14,4;1,01;0,47;97;0
VALUES;15054;CIQUAL;fruits à coque et graines oléagineuses;Table Ciqual 2020;Noix de cajou, grillée, non salée;Noix de cajou, grillée, non salée;2560;618;2560;618;1,7;17,4;20,5;21,3;48,1;6,64;10,8;8,4;0;;0,5;8,24;29,1;8,65;0,01;0,01;0,01;0,01;0,01;0,02;4,11;3,67;28,6;8,49;0,07;0,01;0,01;0,03;;0,015;6;22,5;260;510;610;39;1,6;5,4;2,2;5;20;;;7,91;0,25;1,33;34,7;;0,5;0,4;0,031;1,03;0,83;0,11;30,2;
