COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;bcpg:suppliers;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Alcool (éthanol);Polyols totaux;Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n9), oléique;AG 18:2 9c,12c (n6), linoléique;AG 18:3 c9,c12,c15 (n3), alphalinolénique;AG 20:4 5c,8c,11c,14c (n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n3), DHA;Cholestérol;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alphatocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;23022;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Canelé;Canelé;1280;302;1280;303;26,3;4,4;4,31;62,7;3,24;42,5;20,2;2,6;0;0;0;2,16;0,715;0,115;0,141;0,098;0,0596;0,131;0,121;0,358;0,856;0,261;0,498;0,0429;0,013;;0,00123;0;14,8;74,4;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;23531;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Charlotte aux fruits;Charlotte aux fruits;851;203;851;203;55,7;5,2;5,2;29,1;6,64;21,7;6,3;2,8;0;0;0;3,33;2,11;0,825;0,135;0,076;0,035;0,085;0,097;0,32;1,5;0,553;2,02;0,67;0,056;0,06;0,00558;0;74,5;15,1;18,7;41;138;37,6;1;0,75;0,1;0,47;5;50;55;15;0,2;1,75;;;8,15;0,04;0,132;0,43;0,43;0,05;23;0,15
VALUES;23455;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Chou à la crème (chantilly ou pâtissière);Chou à la crème (chantilly ou pâtissière);1260;301;1260;301;44,3;4,45;4,45;32,2;16,8;24,8;7,33;1,43;0;0;0;8,31;3,55;0,711;0,412;0,238;0,14;0,286;0,454;1,25;3,79;1,2;2,93;0,459;0,0826;0,0228;0,00825;0,00476;92,5;124;9,6;75,5;104;71,6;1;1;1;1;18,4;10;114;50;0,25;0,795;;;0;0,05;0,065;0,05;0,365;0,05;51;0,61
VALUES;23456;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Chou à la crème chantilly;Chou à la crème chantilly;1450;350;1450;350;44,3;4,6;4,6;22,9;26,4;16;6,9;1;0;0;0;13,6;5,82;1,07;0,655;0,404;0,248;0,517;0,741;2,06;6,56;2,04;4,94;0,426;0,117;0,0415;0,00916;0;122;149;9,2;75;108;71,6;1;1;1;1;27,2;10;211;50;0,2;1,03;;;;0,05;0,08;0,05;0,36;0,05;50,8;0,65
VALUES;23457;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Chou à la crème pâtissière;Chou à la crème pâtissière;944;224;944;224;51,7;4,3;4,3;34,9;7,3;26,8;8,1;1;0;0;0;3,38;1,98;0,541;0,099;0,0615;0,062;0,0931;0,281;0,375;1,77;0,553;1,77;0,0966;0,0505;0,019;0,00132;0;63;99,5;10;76;99,5;71,6;1;1;1;1;9,6;10;17;50;0,2;0,56;;;;0,05;0,05;0,05;0,37;0,05;51,2;0,57
VALUES;23301;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Corne de gazelle (pâtisserie orientale aux amandes et sirop);Corne de gazelle (pâtisserie orientale aux amandes et sirop);1980;471;1980;471;8,22;8,55;8,55;59,3;22,1;32;28,2;1;0;0;0;7,64;9,69;3,87;0,0448;0,0368;0,0497;0,0791;0,365;0,374;5,67;1,02;9,69;3,68;0,22;0,0001;0,0084;0;;59,2;44,9;70;165;68,2;0,5;1;0,2;0,7;5;40;;;;;;;;0,096;0,19;1,05;0,36;0,135;37;
VALUES;23800;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Crêpe au froment préemballée, nature;Crêpe au froment préemballée, nature;1360;321;1360;321;25,5;6,45;6,45;57,2;7,02;6;18,9;1,7;0;0;0;3,11;2,19;0,705;0,407;0,2;0,0642;0,126;0,117;0,352;1,34;0,501;2,1;0,585;0,0664;0,0375;0,00594;0,0103;20,3;289;21,4;200;135;69,2;;0,9;;0,6;;2;63;100;0,16;0,34;;;;0,123;;;;;;0
VALUES;23820;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Crêpe au froment, fourrée à la confiture;Crêpe au froment, fourrée à la confiture;1250;297;1250;297;30,6;6,52;6,52;54,3;5,74;19,4;23,1;1;0;0;0;2,87;0,983;0,395;0,181;0,125;0,0757;0,166;0,155;0,46;1,19;0,341;0,691;0,283;0,0367;0,000811;0,00152;0;41,3;356;12,2;144;126;49,8;0,156;0,771;0,062;0,432;10,6;1,82;40,6;86,8;0,112;0,259;;;4,62;0,141;0,203;1,12;0,301;0,041;29,5;0,154
VALUES;23821;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Crêpe au froment, fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes;Crêpe au froment, fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes;1580;375;1580;375;17,8;8,15;8,15;57,8;11,8;20,4;23,7;2,44;0;0;0;4,89;4,27;1,01;0,0464;0,0222;0,0227;0,0438;0,0547;0,152;2,57;1,9;3,88;0,89;0,109;0,000983;0,00218;0,00265;43,8;359;35,7;190;223;72,6;0,444;2,43;0,202;0,758;11,3;3,68;40,6;78,2;0,487;1,38;;;0,248;0,157;0,25;1,43;0,373;0,0557;31,7;0,193
VALUES;23815;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Crêpe au froment, sucrée;Crêpe au froment, sucrée;1490;351;1490;351;16,2;6,33;6,33;67,7;5,85;28,4;38,5;1,3;0;0;0;3,9;1,14;0,576;0,496;0,243;0,0782;0,154;0,163;0,487;1,66;0,611;1,14;0,497;0,0404;0,0272;0,0043;0,00744;54,7;569;17,5;87;162;82,5;0,33;0,8;0,0983;0,623;6;11;62;14;0,5;0,6;;;1;0,102;0,149;0,65;0,68;0,055;33;0,14
VALUES;23801;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Crêpe ou galette bretonne au sarrasin;Crêpe ou galette bretonne au sarrasin;681;161;681;161;59;5,83;5,83;30,2;1,74;7,2;23,3;1;0;0;0;0,48;0,518;0,642;0,0001;0,0001;0,0001;0,0001;0,0001;0,0001;0,219;0,035;0,518;0,57;0,033;0,0001;0;0,005;0,7;544;86,9;62,5;188;21,6;0,6;1,8;0,3;1,6;5;20;2;;0,5;0,28;;;0;0,254;0,046;2,1;0,6;0,25;34,9;0,13
VALUES;23493;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Crumble aux pommes;Crumble aux pommes;1020;242;1020;242;48,7;2,7;2,7;35,9;8,98;23,7;9,1;3,5;0;0;0;3,49;3,49;1,33;0,008;0,008;0,008;0,008;0,043;0,066;2,58;0,315;3,49;1,24;0,022;0,008;0,00342;0;0,5;23,6;7,47;32;75,6;8,6;0,2;0,3;0,1;0,2;5;50;2;37;0,5;2,05;;;55,8;0,051;0,04;0,3;0,16;0,07;16;0,08
VALUES;23477;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Éclair;Éclair;1260;302;1260;302;40,2;4,66;4,66;38,4;14;13,7;8,2;1,63;0;0;0;7,13;5,11;1,22;0,037;0,022;0,12;0,114;1,14;0,673;2,35;1,07;2,22;0,96;0,0487;0,0364;0,000107;0,0148;104;147;14,4;73;122;58,4;0,116;1,2;0,0878;0,48;12;24;162;117;0,25;1,25;17,5;;0;0,06;0,11;0,3;0,3;0,03;8;0
VALUES;23121;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Far aux pruneaux;Far aux pruneaux;1640;392;1640;392;23,3;5,5;5,5;50,4;18,5;26;7,4;1;0;0;0;7,66;3,53;0,876;0,319;0,223;0,133;0,283;0,338;1,16;3,75;1,22;2,99;;0,0808;0,0402;0,00538;;132;299;14,3;136;169;43,4;1;2;1;1;10,1;10;148;50;0,2;0,81;;;0;0,5;0,1;1,6;0,6;0,09;13,5;0,51
VALUES;23525;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Flan pâtissier aux oeufs ou à la parisienne;Flan pâtissier aux oeufs ou à la parisienne;839;200;841;200;58;3,82;3,74;30,4;7;10,3;13,1;0;0;0;0;3,03;1,37;0,233;0,12;0,0757;0,0513;0,115;0,159;0,46;1,5;0,438;0,322;0,057;0,03;0,005;0,005;0,005;75;58,2;9,12;84;111;91,4;0,0372;0,5;0,0158;0,429;2,2;6,25;39;22;0,5;0,52;;;0,5;0,051;0,147;0,21;0,34;0,04;11;0,22
VALUES;23009;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Fraisier ou framboisier;Fraisier ou framboisier;1090;262;1090;262;52,6;3,3;3,3;26,7;15,5;23,4;3,3;1,3;0;0;0;8,3;3,94;0,832;0,395;0,247;0,166;0,334;0,508;1,27;3,88;1,26;3,4;0,25;0,0561;0,0247;0,0055;0;61;61,7;16,9;76;105;57,1;1;1;1;1;15,1;10;89;50;0,2;0,96;;;4,3;0,05;0,47;0,05;0,32;0,05;78,1;0,45
VALUES;23684;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Galette des rois feuilletée, fourrée frangipane;Galette des rois feuilletée, fourrée frangipane;1900;456;1900;456;21,9;8,8;8,8;35,7;30,4;26,4;9,32;2;0;0;0;15,8;9,36;1,9;0,699;0,402;0,255;0,581;0,778;2,38;7,71;2,44;8,11;0,402;0,128;0,0293;0,0111;0;90;280;45,1;113;202;63,3;1;1,1;1;1;3;5;;;;3,1;;;1,3;0,06;0,1;0,23;0,35;0,05;28;0,56
VALUES;23585;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Gâteau au chocolat;Gâteau au chocolat;1690;403;1690;403;24,3;6,04;6,04;44,6;21,8;25,5;14,6;2,36;0;0;0;7,76;9,36;3,8;0,984;3,1;0,304;0,339;2,31;0,481;4,08;1,89;9,33;2,8;1,01;0,317;0,005;0,005;110;257;31,8;159;196;58,1;0,26;2,02;0,181;0,722;11;10;82;44;0,5;4,1;;;0,2;0,105;0,155;0,5;0,6;0,05;37;0,2
VALUES;23589;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Gâteau au fromage blanc;Gâteau au fromage blanc;926;220;926;220;50,6;8,4;8,4;34,3;5,3;17,6;;0,55;0;0;0;2,5;2,18;0,404;0,0986;0,0373;0,0332;0,0428;0,0577;0,211;1,33;0,694;0,868;0,0868;0,0177;0;0;0,005;91;115;13,2;94;179;98;0,14;1,9;0,02;0,7;;10;250;30;0,63;;4,4;;0,7;0,034;0,162;0,198;0,571;0,046;11;0,17
VALUES;24682;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Gâteau au fromage frais ou Cheesecake;Gâteau au fromage frais ou Cheesecake;1460;350;1460;350;39,2;5,16;5,16;31,1;22,5;24,4;6,7;1,1;0;0;0;15,5;5,52;0,53;0,695;0,434;0,271;0,651;0,774;2,48;7,02;1,95;3,68;0,368;0,075;0;0,00456;0;61,1;154;;;;54,6;;;;;;;;;;;;;;;;;;;;
VALUES;23586;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Gâteau micuit au chocolat ou Moelleux au chocolat;Gâteau micuit au chocolat ou Moelleux au chocolat;1920;459;1920;459;17,7;6,58;6,59;45,5;27,5;38,5;9;1,63;0;0;0;6,22;13,7;6,03;0,005;0,005;0,011;0,011;0,006;0,03;3,09;2,9;13,2;4,09;1,91;0,005;0,005;0,005;127;79,1;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;23940;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Gâteau moelleux fourré au chocolat multicouche;Gâteau moelleux fourré au chocolat multicouche;1800;429;1800;429;17,7;5,46;5,46;52,4;21,8;35;13,5;1,6;0;0;0;12,5;6,59;1,8;0,058;0,166;1,64;1,02;7,87;1,45;5,26;1,17;6,33;1,67;0,0862;0,005;0,005;0,056;27;119;38;114;289;73,1;0,3;3,1;0,28;0,69;5;20;18;15;0,7;2,56;;;0,5;0,06;0,192;0,425;0,54;0,137;39,1;0,23
VALUES;23939;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait;Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait;1780;425;1780;425;17;5,3;5,3;54,7;20,4;37,2;16,5;1,7;0;0;0;7,76;7,25;2,6;0,368;0,208;0,182;0,21;0,685;0,428;4,85;2,46;9,54;2,17;0,379;0,02;0,005;0,005;63;242;37,1;158;238;147;0,34;2,86;0,226;0,697;5;30;18;0;0,7;4;10,6;;1,9;0,14;0,208;0,63;0,67;0,07;34;0,21
VALUES;23941;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Gâteau moelleux fourré aux fruits type miniroulé ou minicake fourré;Gâteau moelleux fourré aux fruits type miniroulé ou minicake fourré;1650;391;1650;391;14,4;4,79;4,79;65,5;11,5;25;16,2;3,15;0;0;0;2,97;4;2;0,007;0,007;0,007;0,007;0,007;0,157;1,31;0,875;2,44;1,36;0,418;0,007;0,00263;0,0294;62,6;259;12,3;134;123;32,7;0,2;0,7;0,1;0,4;5;8;20;4;0,2;2,7;;;0,5;0,059;0,132;0,57;0,4;0,21;29;0,19
VALUES;23007;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Gâteau mousse de fruits sur génoise, type miroir;Gâteau mousse de fruits sur génoise, type miroir;1130;270;1130;270;48,4;3,87;3,87;34,3;13;25,9;6,7;0;0;0;0;7,86;3,25;0,429;0,486;0,275;0,157;0,324;0,684;1,23;3,56;1,15;3,25;0,383;0,0354;0,00485;0,00537;0;87;44,5;10,5;57;97;42,3;0,2;0,8;0,1;0,4;;3;103;36;0,5;0,7;;;3,1;0,04;0,152;0,24;0,36;0,045;26,3;0,2
VALUES;23855;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Gaufre bruxelloise ou liégeoise, avec ou sans chocolat, préemballée;Gaufre bruxelloise ou liégeoise, avec ou sans chocolat, préemballée;1860;445;1860;445;11,7;7,19;7,19;58,1;20;38,7;19,4;1,8;0;0;0;9,41;7,01;1,91;0;0,009;0,181;0,158;0,513;0,33;6,99;1,36;6,92;1,87;0,106;0;0;0,005;31;335;18,7;67;181;34,7;1;1,45;1;0,81;8;10;2;50;0,2;1,85;;;;0,07;0,07;0,3;0,51;0,05;15,2;0,49
VALUES;23024;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Macaron moelleux fourré à la confiture ou à la crème;Macaron moelleux fourré à la confiture ou à la crème;1830;436;1830;436;10,9;8,55;8,55;58,7;17,9;44,5;5,2;2,9;0;0;0;7,09;6,75;1,73;0,419;0,29;0,176;0,387;0,368;1,1;3,06;0,892;5,89;1,5;0,0501;0,00118;0,00395;0;19,3;63,9;73,8;111;255;70,2;0,5;1,5;0,3;0,98;;2;0;80;;5,2;;;2,1;0,04;1,6;1,3;0,16;0,125;;
VALUES;24630;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Madeleine;Madeleine;1870;447;1870;447;14;6,7;6,7;54,2;22,2;19,2;23,9;1,8;0;0;0;6,32;8,71;4,93;1,5;0,831;0,444;0,838;0,926;3,06;8,88;1,22;13,7;2,97;2,07;0,071;0,0417;0,0398;;321;9,86;484;110;24,9;0,275;1,63;0,0674;0,705;2,2;18;190;260;0,8;0,66;;;0,02;0,045;0,075;0,5;;0,08;;
VALUES;24666;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Millefeuille;Millefeuille;1230;293;1230;293;42,4;4,2;4,2;39,4;13,1;26,4;13;0,24;0;0;0;5,27;2,92;0,736;0,125;0,0764;0,0572;0,104;0,203;0,45;3,3;0,825;2,67;0,608;0,102;0,00322;0,00172;;27;227;12,4;71;126;68;1;1;1;0,4;47,2;10;65;50;0,2;0,42;;;;0,05;0,48;0,2;0,25;0,05;14,2;0,42
VALUES;23200;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Pain d'épices;Pain d'épices;1380;326;1380;326;19,4;2,98;2,98;71,7;2,39;44,9;26,8;2,77;0;0;0;0,23;1,04;0,359;0;0;0,000173;0,000168;0,00102;0,0011;0,155;0,0528;0,038;0,0698;0,00698;0;0;0;2;162;14,3;88;91,9;4;0,5;1,1;0,11;0,5;;2;;2;;0,57;;;0,5;0,05;0,04;0,34;0,16;0,155;;
VALUES;23081;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Quatrequarts ou barre pâtissière, préemballé;Quatrequarts ou barre pâtissière, préemballé;1810;433;1810;433;18,4;5,73;5,73;48;23,7;27,5;20,5;2,6;0;0;0;9,41;7,38;4,56;3,68;1,54;0,642;0,872;0,906;1,86;5,71;1,13;5,74;5,9;0,613;0,095;0,0367;0,0275;151;457;8,14;221;83,5;84,9;0,177;0,7;0,0496;0,508;7;9;219;70;0,5;0,905;;;0;0,045;0,114;0,38;0,48;0,038;39;0,24
VALUES;23033;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Rocher coco ou Congolais (petit gâteau à la noix de coco);Rocher coco ou Congolais (petit gâteau à la noix de coco);2020;486;2020;486;10,8;5,45;5,45;45,6;29,6;38,2;7,4;7,7;0;0;0;18,6;0,89;0,158;0;0,156;1,75;1,3;9,65;3,57;1,55;0,585;0,873;0,158;0;0;0;0;2,5;247;47,5;94;314;20,8;1;1;1;1;6,7;10;2;50;0,2;0,074;;;;0,05;0,06;0,05;0,26;0,05;5,2;0,23
VALUES;23501;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Tarte à la crème;Tarte à la crème;1220;291;1220;291;48;5,9;5,9;29;16,8;5,7;21,5;0,24;0;0;0;7,88;5,09;1,81;0,253;0,143;0,116;0,214;0,344;0,978;4,33;1,16;3,17;0,684;0,133;0,0057;0,00585;0,000757;;;;;;;;;;;;17;;;;;;;;;;;;;;
VALUES;23485;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Tarte au citron;Tarte au citron;1600;382;1600;382;29,1;5;5;42,7;20,9;40,9;1,8;1,8;0;0;0;8,03;4,12;1,01;0,264;0,18;0,122;0,244;0,43;1,05;4,12;1,41;3,61;;0,0928;0,0418;0;;121;51,6;9,7;67;95,8;25,2;1;1,2;1;1;5,8;10;62;50;0,2;0,81;;;13,4;0,05;0,12;0,05;0,36;0,05;39,9;0,35
VALUES;23494;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Tarte aux abricots;Tarte aux abricots;990;237;990;237;50,5;3,18;3,18;29;10,7;;15,7;5,9;0;0;0;2,65;4,05;3,59;0,000356;;0,0213;0,0107;0,046;0,31;1,75;0,51;1,44;0,499;0,119;;;;39,8;89,3;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;23491;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Tarte aux fraises;Tarte aux fraises;990;236;990;236;53;3,2;3,2;31,1;10,7;25,4;5,7;1,35;0;0;0;5,91;3,38;0,987;0,22;0,15;0,148;0,236;0,624;0,865;2,72;0,942;3,38;0,498;0,13;0,015;0,00431;;29;57,3;18;70;146;53,6;1;0,51;1;1;22,1;10;34;50;0,2;0,69;;;5,1;0,05;0,11;0,05;0,31;0,05;28,9;0,39
VALUES;23495;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Tarte aux fruits rouges;Tarte aux fruits rouges;953;227;953;227;49,1;3,5;3,5;35,5;6,87;21,7;13,8;4,5;0;0;0;1,7;2,59;2,3;0,000228;;0,0137;0,00684;0,0295;0,199;1,13;0,327;0,923;0,32;0,0765;;;;14,8;82,5;;;;;;;;;;;;66;;;;;;;;;;;;
VALUES;23499;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Tarte ou tartelette aux fruits;Tarte ou tartelette aux fruits;1160;278;1160;278;45;3,6;3,6;37;12,5;8,58;17,2;1,5;0;0;0;5,02;4,43;2,06;0,0113;0,00651;0,0473;0,0658;0,165;0,419;3,39;0,746;2,6;0,779;0,14;0,0014;0,00103;0,00103;60;163;13,1;37,2;186;32,2;0,174;0,45;0,0505;0,157;10;5;140;90;0,31;0,45;;;0,52;0,03;0,02;0,52;0,2;0,09;3;0
VALUES;23490;CIQUAL;Gâteaux et pâtisseries;Table Ciqual 2013;Tarte ou tartelette aux pommes;Tarte ou tartelette aux pommes;1180;281;1180;281;40,2;3,5;3,5;37,6;11,6;14,8;12,9;5,9;0;0;0;4,66;;0,598;0,072;0,0675;0,056;0,132;0,216;0,598;2,65;0,683;;;0,08;;;;19;139;8,79;36;121;14,6;0,157;0,55;0,066;0,197;2,2;3;27;36;0,5;0,7;;;5;0,04;0,04;0,39;0,12;0,135;16;0,08
VALUES;15000;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Amande (avec peau);Amande (avec peau);2620;634;2530;613;4,19;25,4;30,6;1,5;53,4;1,08;0,414;12,6;0;0;0;4,04;32,4;14,8;0;0;0;0;0;0,0506;3,29;0,649;32,4;12,4;0,0506;;0;0;1,19;1,61;232;416;668;248;2,32;3;1,07;3,29;2,2;5,7;0;0,5;0;14,6;0;;0,5;0,183;0,906;3,39;0,28;0,127;93,1;0
VALUES;15202;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Beurre de cacahuète ou Pâte d'arachide;Beurre de cacahuète ou Pâte d'arachide;2440;586;2370;571;1,5;25,1;28,7;24,7;40;;;6;0;0;0;7,72;17,8;12,6;0;0;0,00237;0,117;0,343;1,29;4,37;1,59;12,7;6,54;0,15;0,0155;0,0155;0;0;472;169;365;673;47,7;1,49;1,99;0,586;2,97;7,2;1,25;0;0;0;4,85;0,6;;0;0,124;0,108;13,9;1,05;0,541;60;0
VALUES;15001;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Cacahuète ou Arachide;Cacahuète ou Arachide;2640;636;2580;622;1,01;25,9;29,6;14,8;49,6;4,1;5,7;6,2;0;0;0;9,44;20,2;15,1;0;0;0;0;0;0,0473;5,42;1,37;20,2;15,1;0,0434;;0;0;0;2,12;70,6;370;54,2;4,94;0,0112;0,0172;0,004;2,9;10;3,25;0;0;0;1,17;0;;0,667;0,12;0,108;24,9;1,49;0,471;96,2;0
VALUES;15002;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Cacahuète, grillée, salée;Cacahuète, grillée, salée;2540;613;2470;598;1,49;27,3;31,2;9,73;47,4;3,6;3,15;11,4;0;0;0;7,82;18,8;18,9;0;0;0,0127;0;0;0,0314;4,61;0,899;18,8;17;0,0492;0;0;0;0;374;168;244;531;47,4;1,18;1,2;0,675;2,92;8,5;5,7;0;0;0;2,5;0;;0,5;0,139;0,069;12,4;1,17;0,432;117;0
VALUES;15039;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Châtaigne ou Marron, appertisé;Châtaigne ou Marron, appertisé;562;133;556;132;65,8;2;2,36;26,1;1,25;3,9;17,4;4;0;0;0;0,254;0,388;0,558;0;0;0;0;0,000608;0,00243;0,237;0,0131;0,298;0,514;0,0447;0;0;0;0,196;52,1;24,1;51;359;21,1;;1;;;;;;;;0,1;;;;0,05;0,07;1,5;0,44;0,22;58;
VALUES;15020;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Châtaigne, cuite à l'eau;Châtaigne, cuite à l'eau;523;124;517;123;68,2;2;2,36;23,3;1,38;;22,8;4,5;0;0;0;0,28;0,429;0,616;0;0;0;0;0,000671;0,00268;0,262;0,0145;0,329;0,567;0,0494;0;0;0;0;27;54;99;715;46;0,854;1,73;0,472;0,25;2,2;0,1;0;10;0;1;;;26,7;0,148;0,104;0,731;0,316;0,233;120;0
VALUES;15021;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Châtaigne, grillée;Châtaigne, grillée;998;236;989;234;40,5;3,17;3,74;47,8;2,2;10,6;32;5,1;0;0;0;0,414;0,759;0,869;0;0;0;0;0;0,005;0,373;0,021;0,524;0,799;0,0696;0;0;0;0;2;33;107;592;29;1,18;0,91;0,507;0,57;;0,12;0;14;0;;7,8;;26;0,243;0,175;1,34;0,554;0,497;164;0
VALUES;15016;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Crème de marrons vanillée, appertisée;Crème de marrons vanillée, appertisée;1170;276;1170;275;30,4;1;1,18;65,5;0,56;48,7;16,8;2,1;0;0;0;0,104;0,176;0,223;0;0;0;0;0,000116;0,00114;0,0955;0,00533;0,127;0,205;0,0179;0;0;0;0;3,3;12,2;0;174;11,3;0,24;1,7;0,08;0,3;1;0,4;0;0;0;;;;27,9;0;0;0,25;;0;30;
VALUES;9570;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Farine de châtaigne;Farine de châtaigne;1440;340;1430;338;11;5,8;6,22;64,8;3,43;24,9;40;12,6;0;0;0;0,602;1,3;1,39;0;0;0;0;0,00144;0,00577;0,564;0,0311;0,817;1,28;0,112;0;0;0;0;11;67,9;164;847;61,6;3,2;0,1;0,5;1,1;;;0;0;0;2,26;;;16;0,23;0,37;2,1;1,53;0,581;215;
VALUES;15018;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Mélange apéritif de graines salées et raisins secs;Mélange apéritif de graines salées et raisins secs;2050;492;2000;479;11,2;17,3;20,4;33,5;29,3;28,7;3,45;6,2;0;0;0;4,29;16,7;7,17;0;0;0,0301;0;0,181;0,0873;2,82;1,17;16,7;6,81;0,0278;;0;0;12;204;143;302;624;95,8;0,16;2,9;0,1;2;11,1;12;0;3;0;7,28;12,9;;0,4;0,167;0,203;6,2;0,305;0,385;58,8;0
VALUES;15004;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Noisette;Noisette;2820;683;2770;671;4,84;16,4;19,3;5,62;63;3,31;0,76;8,2;0;0;0;5,22;42;5,41;0;0;0;0;0;0,0571;3,51;1,13;42;5,25;0,0571;;0;0;1,15;9,97;88,4;458;606;135;4,9;3,47;1,57;2,31;5;5,6;0;95,5;0;5,65;14,2;;0,5;0,383;0,106;1,1;0,93;0,341;198;0
VALUES;15019;CIQUAL;Graines oléagineuses et châtaignes;Table Ciqual 2013;Noix de cajou, grillée, salée;Noix de cajou, grillée, salée;2620;631;2560;617;2,13;19,8;23,3;21,8;49,1;5,3;7,9;4,4;0;0;0;9,5;25,7;11,9;0,003;0;0,055;0,0745;0,272;0,0467;5,38;3,39;25,7;8,81;0,0935;0;0;0;1,78;272;247;454;580;41,8;1,1;5,03;2;5,4;5;6,2;0;0;0;0,873;34,7;;0,5;0,492;0,138;1,22;1,16;0,406;59,7;0
